"Employers Who Were Issued a Negative Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2011 and Business Location, January to March 2020",,,,,
Province/Territory,Program Stream,Employer ,Address ,Occupation ,Requested Positions
British Columbia,    High Wage,Sai Construction Ltd.,"Surrey, V3R3R8","7284-Plasterers, drywall installers and finishers and lathers",2
British Columbia,    High Wage,Sam's Labour Ltd.,"Surrey, V3W7J6","1123-Professional occupations in advertising, marketing and public relations",1
British Columbia,    High Wage,Sandhu Interstate Logistics Ltd,"Surrey, V3S7G1",7511-Transport truck drivers,2
British Columbia,    High Wage,"School District 33, Chilliwack","Chilliwack, V2P7K4",4031-Secondary school teachers,1
British Columbia,    High Wage,Sea To Sky Armor Deck Ltd.,"Squamish, V8B0V5",0711-Construction managers,1
British Columbia,    High Wage,Seung Oh ltd.,"Burnaby, V3N4R7",1311-Accounting technicians and bookkeepers,1
British Columbia,    High Wage,Shahbaz Overseas Trading,"SURREY, V3T4H5",0621-Retail and wholesale trade managers,1
British Columbia,    High Wage,Shield Masonry Ltd,"Vancouver, V6P6R9",7281-Bricklayers,4
British Columbia,    High Wage,SHL Construction Ltd.,"Vancouver, V5X2C8",7271-Carpenters,1
British Columbia,    High Wage,Shoreside  Workforce Inc,"Richmond, V6V2H1",1241-Administrative assistants,1
British Columbia,    High Wage,SICOM INDUSTRIES LTD.,"LANGLEY, V4W3Z8",7231-Machinists and machining and tooling inspectors,3
British Columbia,    High Wage,Skin Senstions Clinic Inc.,"North Vancouver, V7P 3R9","0651-Managers in customer and personal services, n.e.c.",1
British Columbia,    High Wage,Sky Infotech Ltd.,"North Vancouver, V7P1V7",0213-Computer and information systems managers,1
British Columbia,    High Wage,Skyline Projects Ltd,"Surrey, V3W0K3",7294-Painters and decorators (except interior decorators),1
British Columbia,    High Wage,Skyline Projects Ltd,"Surrey, V3W0K3",7611-Construction trades helpers and labourers,3
British Columbia,    High Wage,Smart Fencing Ltd,"Abbotsford, V2T2W7","0651-Managers in customer and personal services, n.e.c.",1
British Columbia,    High Wage,Solunar Productions Corporation,"NORTH VANCOUVER, V7G1C3","0013-Senior managers - financial, communications and other business services",1
British Columbia,    High Wage,Source Display Inc.,"Richmond, V6V1J8",7237-Welders and related machine operators,1
British Columbia,    High Wage,SPEEDHAUL TRUCKING INC.,"Abbotsford, V4X1L3",7511-Transport truck drivers,4
British Columbia,    High Wage,SR Winery & Distillery Ltd.,"Surrey, V3R7P6","9213-Supervisors, food, beverage and associated products processing",1
British Columbia,    High Wage,SSB Trucking Ltd.,"SURREY, V3W3A5",7511-Transport truck drivers,2
British Columbia,    High Wage,St.George International College,"Vancouver, V6B5J3",1221-Administrative officers,1
British Columbia,    High Wage,STARLINES INSTALLATION LTD.,"Surrey, V3Z0P6","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
British Columbia,    High Wage,Sunshine Coast Logistics Inc.,"Delta, V4C1G1",7511-Transport truck drivers,4
British Columbia,    High Wage,T&E TRUCKING LTD,"Surrey, V3S0Z4",7511-Transport truck drivers,1
British Columbia,    High Wage,Takhar Drywall Ltd.,"Surrey, V3S3T1",7271-Carpenters,1
British Columbia,    High Wage,Technicolor Canada Inc,"Vancouver, V6B2S2",5241-Graphic designers and illustrators,1
British Columbia,    High Wage,Thakur Financial Consultancy Inc,"Surrey, V3T4H4",0125-Other business services managers,1
British Columbia,    High Wage,The Capital Media Company Inc.,"Vancouver, V5Y1L4","5131-Producers, directors, choreographers and related occupations",1
British Columbia,    High Wage,THE VERY GOOD BUTCHERS INC.,"VICTORIA, V8W0C1",2211-Chemical technologists and technicians,1
British Columbia,    High Wage,TMG LOGISTICS INC,"SURREY, V3W3B2",1241-Administrative assistants,1
British Columbia,    High Wage,TPLUSA TRANSFORMATION ENTERPRISES INCORPORATED,"Vancouver, V5T3E2","0014-Senior managers - health, education, social and community services and membership organizations",1
British Columbia,    High Wage,Trident Railing Awnings & Metal Work LTD.,"SURREY, V3W9G2",7237-Welders and related machine operators,2
British Columbia,    High Wage,VANTAA ENTERPRISE LTD.,"Richmond, V6X3V7",1221-Administrative officers,1
British Columbia,    High Wage,Venue West Conference Services Ltd.,"Vancouver, V6B2R9",1226-Conference and event planners,1
British Columbia,    High Wage,Wai Chun Lau dba Come-to-Us Educational Services,"Coquitlam, V3B2P5","0014-Senior managers - health, education, social and community services and membership organizations",1
British Columbia,    High Wage,Walltopia Canada Inc.,"North Vancouver, V7M2T5",7441-Residential and commercial installers and servicers,7
British Columbia,    High Wage,Westcoast Transport Advisor Ltd.,"Surrey, V3W1R1","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
British Columbia,    High Wage,White Knight Painting Ltd,"Victoria, V8N2H9",7294-Painters and decorators (except interior decorators),1
British Columbia,    High Wage,Xpro Transport Ltd,"DELTA, V4C5M8",7511-Transport truck drivers,5
British Columbia,    High Wage,Yuanheng Holdings Ltd.,"Vancouver, V6H1G6","1123-Professional occupations in advertising, marketing and public relations",1
British Columbia,    High Wage,Zeek Tech Inc.,"Vancouver, V6C3P6",0213-Computer and information systems managers,1
British Columbia,   Low Wage,0733244 BC LTD,"Prince Rupert, V8J1A8",6541-Security guards and related security service occupations,2
British Columbia,   Low Wage,0834758 B.C. Ltd.,"Burnaby, V3N1B6",6322-Cooks,1
British Columbia,   Low Wage,0882941 B.C. LTD.,"dawson Creek, V1G0A4",6731-Light duty cleaners,3
British Columbia,   Low Wage,0966748 B.C. LTD,"Vancouver, V6E1A7",6211-Retail sales supervisors,1
British Columbia,   Low Wage,0991476 B.C. LTD.,"PRINCE GEORGE, V2M2M2",0631-Restaurant and food service managers,1
British Columbia,   Low Wage,1013898 BC LTD. DBA,"SURREY, V3S3X1",6211-Retail sales supervisors,2
British Columbia,   Low Wage,1066969 B.C. Ltd.,"North Saanich, V8L5V5",6322-Cooks,1
British Columbia,   Low Wage,1093902 BC LTD.,"Victoria, V8P2A5",6511-Maîtres d'hôtel and hosts/hostesses,1
British Columbia,   Low Wage,1099657 B.C LTD.,"Coquitlam, V3K3J2",4214-Early childhood educators and assistants,1
British Columbia,   Low Wage,1124171 BC LTD,"VANCOUVER, V5W3A4",6211-Retail sales supervisors,1
British Columbia,   Low Wage,1132657 BC Ltd,"Surrey, V3W1Z1",6322-Cooks,1
British Columbia,   Low Wage,1153231 BC Ltd.,"Richmond, V6X3A5",6321-Chefs,1
British Columbia,   Low Wage,1191570 B.C. Ltd.,"STEWART, V0T1W0",0631-Restaurant and food service managers,1
British Columbia,   Low Wage,1888307 Alberta Inc.,"Port Moody, V3H0H6",7332-Appliance servicers and repairers,1
British Columbia,   Low Wage,441070 B.C. LTD,"Ladner, V4K2T7",6311-Food service supervisors,1
British Columbia,   Low Wage,49th Parallel Roasters Inc. dba 49th Parallel Coffee Roasters,"Burnaby, V3N4A3",6322-Cooks,3
British Columbia,   Low Wage,636809 BC LTD,"Whistler, V8E0X1",6211-Retail sales supervisors,1
British Columbia,   Low Wage,641823 B.C. Ltd,"Burnaby, V5H1Z5",6322-Cooks,2
British Columbia,   Low Wage,9573895 Canada Inc,"Vancouver, V5Z2V9",6341-Hairstylists and barbers,1
British Columbia,   Low Wage,A’Group Beauty Ltd.,"Vancouver, V6B2M6",6341-Hairstylists and barbers,2
British Columbia,   Low Wage,A1 College Ltd.,"N. Vancouver, V7L2P7",1221-Administrative officers,1
British Columbia,   Low Wage,AAA Property Management Services Ltd.,"Burnaby, V5E1Z1",1311-Accounting technicians and bookkeepers,1
British Columbia,   Low Wage,Adagio Rhythmic Academy,"Vancouver, V6S0K5",5252-Coaches,2
British Columbia,   Low Wage,ALM Construction Ltd.,"Surrey, V3S3J1",7294-Painters and decorators (except interior decorators),6
British Columbia,   Low Wage,Angel Foods Ltd,"Coquitlam, V3J2S7",6322-Cooks,1
British Columbia,   Low Wage,Angel Foods Ltd,"Coquitlam, V3J2S7","6711-Food counter attendants, kitchen helpers and related support occupations",3
British Columbia,   Low Wage,Badyal Farms Ltd,"Abbotsford, V3G2P5",1241-Administrative assistants,1
British Columbia,   Low Wage,Baho fast food inc.,"Surrey, V3T2W1","6711-Food counter attendants, kitchen helpers and related support occupations",1
British Columbia,   Low Wage,Baltic (Glenmore) Inc. dba Glenmore GLENM,"Kelowna, V1V1P5",3237-Other technical occupations in therapy and assessment,1
British Columbia,   Low Wage,Batoli Enterprises Inc.,"Surrey, V3S2W9",6211-Retail sales supervisors,1
British Columbia,   Low Wage,BC Ltd 0696488,"Victoria, V8W2L3",6321-Chefs,1
British Columbia,   Low Wage,Bhatt Enterprise Ltd. o/a Curry & Kabab Indian Cuisine,"Surrey, V3W3N1","6711-Food counter attendants, kitchen helpers and related support occupations",2
British Columbia,   Low Wage,Breakfast Table Eatery Group Ltd.,"Vancouver, V6H3J8",6322-Cooks,2
British Columbia,   Low Wage,Caffe Artigiano INC.,"Burnaby, V5A3C2",6311-Food service supervisors,1
British Columbia,   Low Wage,CANADA FOCUS TRADING INC.,"Richmond, V6X1A1",4214-Early childhood educators and assistants,1
British Columbia,   Low Wage,CB&MH Enterprise,"Vancouver, V6E1N2",6511-Maîtres d'hôtel and hosts/hostesses,1
British Columbia,   Low Wage,Chandni Chowk Square Ltd.,"Surrey, V3W4E9","6342-Tailors, dressmakers, furriers and milliners",2
British Columbia,   Low Wage,CHI MODERN VIETNAMESE KITCHEN,"Burnaby, V5A4R6",6322-Cooks,1
British Columbia,   Low Wage,ChopValue Manufacturing Ltd.,"Vancouver, V6J0E5",2252-Industrial designers,1
British Columbia,   Low Wage,CLC Centre,"Coquitlam, V3K3N9",1311-Accounting technicians and bookkeepers,1
British Columbia,   Low Wage,Columbia Motor Inn Ltd.,"Kamloops, V2C1K7","6313-Accommodation, travel, tourism and related services supervisors",2
British Columbia,   Low Wage,DELTA BOYS CONSTRUCTION LTD.,"DELTA, V4C2E6",7611-Construction trades helpers and labourers,2
British Columbia,   Low Wage,Dhaliwal Ventures Inc,"Surrey, V3S1Z9","9217-Supervisors, textile, fabric, fur and leather products processing and manufacturing",1
British Columbia,   Low Wage,Distinctive Detailing Ltd,"North Vancouver, V7P1E6",6732-Specialized cleaners,1
British Columbia,   Low Wage,DIYUG INVESTMENTS INC.,"FERNIE, V0B1M1",6315-Cleaning supervisors,1
British Columbia,   Low Wage,Doc's Restaurant & Pub Ltd,"BOWEN ISLAND, V0N1G0",6322-Cooks,1
British Columbia,   Low Wage,EAGLE FENCING LTD.,"CHILLIWACK, V2R0M7",6316-Other services supervisors,1
British Columbia,   Low Wage,Enchanted Wood Preschool Ltd.,"Richmond, V6Y2L2",4214-Early childhood educators and assistants,1
British Columbia,   Low Wage,EXCEL DRIVING ACADEMY LTD,"Port Coquitlam, V3B3R8",4216-Other instructors,2
British Columbia,   Low Wage,Exotic Stone Ltd.,"Victoria, V8X1J6",0712-Home building and renovation managers,1
British Columbia,   Low Wage,Faye's Spa Ltd.,"Victoria, V8W3M9",3236-Massage therapists,2
British Columbia,   Low Wage,Fernie Pizza & Pasta,"Fernie, V0B1M0",6311-Food service supervisors,1
British Columbia,   Low Wage,Fernie Pizza & Pasta,"Fernie, V0B1M0",6322-Cooks,1
British Columbia,   Low Wage,Fineex Couriers & Logistics Inc,"Surrey, V3W5B9",1241-Administrative assistants,1
British Columbia,   Low Wage,Fraser Valley Renewables Ltd.,"Abbotsford, V2S7M6",7452-Material handlers,2
British Columbia,   Low Wage,Gaba Auto Detailing & Tires Ltd,"Abbotsford, V2T6K8",6732-Specialized cleaners,1
British Columbia,   Low Wage,Global Carpets & Hardwood Ltd.,"Vancouver, V6P3T1",6211-Retail sales supervisors,1
British Columbia,   Low Wage,GNR Entertainment Inc.,"Squamish, V8B0P3",6311-Food service supervisors,1
British Columbia,   Low Wage,GREEN CUISINE INC,"Victoria, V8W3C6",6311-Food service supervisors,1
British Columbia,   Low Wage,highend ceder fencing and landscaping ltd.,"surrey, V3W5E9",8612-Landscaping and grounds maintenance labourers,1
British Columbia,   Low Wage,J & K CONSTRUCTION LTD.,"Surrey, V3X1V4",7611-Construction trades helpers and labourers,1
British Columbia,   Low Wage,J. Diem Hair and Nails Salon Ltd.,"Burnaby, V5C2J7",6341-Hairstylists and barbers,2
British Columbia,   Low Wage,Jai Pur Unique Boutique & Fabrics Ltd,"SURREY, V3W4G3","6342-Tailors, dressmakers, furriers and milliners",2
British Columbia,   Low Wage,Jambo Grill and Goodmorning Paan Ltd,"Vancouver, V5R5K3",6311-Food service supervisors,1
British Columbia,   Low Wage,Jiya's Hair Salon,"Surrey, V3W3M8",6341-Hairstylists and barbers,1
British Columbia,   Low Wage,Joey Tomato's (Kelowna) Inc.,"Kelowna, V1X4J2",6321-Chefs,1
British Columbia,   Low Wage,Just Delicious Bistro Ltd.,"SUMMERLAND, V0H1Z0",6322-Cooks,1
British Columbia,   Low Wage,KHAGHAN RESTAURANT LTD.,"Vancouver, V6G2L9",6322-Cooks,2
British Columbia,   Low Wage,Kiddocare Infant/Toddler Centre,"Burnaby, V3N2S1",4214-Early childhood educators and assistants,1
British Columbia,   Low Wage,Kiki's Restaurant Ltd.,"Surrey, V4A9E3",6332-Bakers,2
British Columbia,   Low Wage,Laugh and Learn Children Centre Branch,"Chilliwack, V2R3M4",4214-Early childhood educators and assistants,1
British Columbia,   Low Wage,Legend House Chinese Restaurant LNC.,"Coquitlam, V3B0J1",6322-Cooks,1
British Columbia,   Low Wage,LEVI REIMER INC.,"Abbotsford, V2S3T5","6562-Estheticians, electrologists and related occupations",1
British Columbia,   Low Wage,Lil Bloomers Childcare Centre,"North Vancouver, V7N1J9",4214-Early childhood educators and assistants,1
British Columbia,   Low Wage,M.C.Y.L Enterprise Inc.,"Delta, V4L2A6","6711-Food counter attendants, kitchen helpers and related support occupations",1
British Columbia,   Low Wage,Madras spice ltd,"Vancouver, V5W3A1",6322-Cooks,2
British Columbia,   Low Wage,Matoi Sushi LTD.,"Coquitlam, V3B6S2",6311-Food service supervisors,1
British Columbia,   Low Wage,Meadow Ridge Centre for Child Care,"Maple Ridge, V2X2R8",4214-Early childhood educators and assistants,1
British Columbia,   Low Wage,Mega Dental Lab (1993) Ltd.,"VANCOUVER, V5K1Z5","3223-Dental technologists, technicians and laboratory assistants",1
British Columbia,   Low Wage,MK & YOO Food Services Inc.,"Kelowna, V1Y6H2",6332-Bakers,1
British Columbia,   Low Wage,MULTISERVICES VANCOUVER HOUSEHOLD MAINTENANCE LTD,"Vancouver, V6G1P4",6315-Cleaning supervisors,1
British Columbia,   Low Wage,Nagomi Sushi Take Out,"Golden, V0A1H2",6311-Food service supervisors,1
British Columbia,   Low Wage,Nelson's Mechanical Insulation Services Ltd,"Coquitlam, V3B5Y5",7293-Insulators,1
British Columbia,   Low Wage,Nibbana Holdings Inc,"Delta, V3M6K7",1221-Administrative officers,1
British Columbia,   Low Wage,North Fleetwood Montessori School,"Surrey, V4N0V6",4214-Early childhood educators and assistants,1
British Columbia,   Low Wage,Northern Gold Foods Ltd,"Port Coquitlam, V3C3T7",2233-Industrial engineering and manufacturing technologists and technicians,1
British Columbia,   Low Wage,Original Energy Sales Inc.,"Kamloops, V1S1J2",6211-Retail sales supervisors,1
British Columbia,   Low Wage,Original Energy Sales Inc.,"Kamloops, V1S1J2",6421-Retail salespersons,1
British Columbia,   Low Wage,P&R Screens Ltd.,"Saanichton, V8M1Z4",0712-Home building and renovation managers,1
British Columbia,   Low Wage,PADDA ENTERPRISES LTD DBA GATEWAY PIZZA,"Surrey - BC, V3W1E6",6311-Food service supervisors,2
British Columbia,   Low Wage,Peach Blossom Childcare Centre inc.,"North Vancouver, V7P2C7",1241-Administrative assistants,1
British Columbia,   Low Wage,Phase II Auto Detailing Inc.,"Langley, V3A5E8",1311-Accounting technicians and bookkeepers,1
British Columbia,   Low Wage,Precision Marble LTD.,"Victoria, V9A5T4",9422-Plastics processing machine operators,1
British Columbia,   Low Wage,PUNSUP HOLDING LTD.,"MISSION, V2V2C9","6711-Food counter attendants, kitchen helpers and related support occupations",1
British Columbia,   Low Wage,Quality Cabinet MFG Ltd.,"North Vancouver, V7H0A1",9534-Furniture finishers and refinishers,1
British Columbia,   Low Wage,R. Chopra & Associates Inc.,"Surrey, V3W3A6",1311-Accounting technicians and bookkeepers,1
British Columbia,   Low Wage,R.M.S HOLDINGS LTD.,"Merritt, V1K1A3",6311-Food service supervisors,1
British Columbia,   Low Wage,Raw-Bow Enterprises Ltd.,"North Vancouver, V7J1C4",6316-Other services supervisors,1
British Columbia,   Low Wage,Red Rooster Gas Bar Ltd,"Chemainus, V0R1K4",6211-Retail sales supervisors,1
British Columbia,   Low Wage,Reynolds Ventures Ltd,"Lillooet, V0K1V0",6525-Hotel front desk clerks,1
British Columbia,   Low Wage,Royal West Management Ltd.,"Burnaby, V3N3L3",6525-Hotel front desk clerks,1
British Columbia,   Low Wage,S B Framing Ltd.,"Surrey, V3V1C2",7611-Construction trades helpers and labourers,2
British Columbia,   Low Wage,Scandinave Spa in Whistler inc,"Whistler, V0N1B8",6731-Light duty cleaners,1
British Columbia,   Low Wage,Sciue Robson Holding Inc.,"VANCOVER, V6Z2V4",0621-Retail and wholesale trade managers,1
British Columbia,   Low Wage,SolidGround Holdings Ltd,"Abbotsford, V4X2P3",6322-Cooks,1
British Columbia,   Low Wage,SPY CASTLE FOOD SERVICES LTD.,"Surrey, V4N3R9",6513-Food and beverage servers,2
British Columbia,   Low Wage,Starland Supply (2000) Ltd,"Burns Lake, V0J1E0",6311-Food service supervisors,1
British Columbia,   Low Wage,Stone Age Marble Ltd.,"Victoria, V8T1T2",7283-Tilesetters,1
British Columbia,   Low Wage,"Stonewater Group of Franchises Ltd.  o/a Mr. Mikes Steakhouse Casual, Terrace, BC","NEW WESTMINSTER, V3M0C4",6322-Cooks,1
British Columbia,   Low Wage,Summer Nails and Spa,"Surrey, V4N1M9","6562-Estheticians, electrologists and related occupations",2
British Columbia,   Low Wage,SUPIA ENTERPRISES LTD.,"Coquitlam, V3N4R7",6311-Food service supervisors,1
British Columbia,   Low Wage,Tacofino Gastown Inc.,"VANCOUVER, V6B1C8",0631-Restaurant and food service managers,1
British Columbia,   Low Wage,TargetCleanPlus LTD.,"PORT COQUITLAM, V3C3L7",6732-Specialized cleaners,1
British Columbia,   Low Wage,Taste Changan Food Ltd,"Vancouver, V6Z1N3",6322-Cooks,2
British Columbia,   Low Wage,The Balay Spa,"North Vancouver, V7M1A2",3236-Massage therapists,1
British Columbia,   Low Wage,The Gold Room Jewellers Ltd.,"Surrey, V3W2L9","6344-Jewellers, jewellery and watch repairers and related occupations",1
British Columbia,   Low Wage,Tiny Ice Cream Lab LTD,"Vancouver, V6B5P2",6311-Food service supervisors,2
British Columbia,   Low Wage,too two gourmet inc.,"Richmond, V6X3A5",6322-Cooks,1
British Columbia,   Low Wage,TRC Cater Services Ltd.,"BURNABY, V5H4B5","6711-Food counter attendants, kitchen helpers and related support occupations",1
British Columbia,   Low Wage,Uniconnect Networks Inc,"Surrey, V3S6G2",7245-Telecommunications line and cable workers,3
British Columbia,   Low Wage,Vivio Flower Gallery Ltd,"Port Moody, V3H1Y9",5244-Artisans and craftspersons,1
British Columbia,   Low Wage,Warehouse Group Inc.,"Vancouver, V6J1R2",6321-Chefs,1
British Columbia,   Low Wage,Whistler Children's Centre Society,"Whistler, V0N1B7",4214-Early childhood educators and assistants,1
British Columbia,   Low Wage,WINNER SPORTSWEAR LTD,"Vancouver, V6A1Z4","9217-Supervisors, textile, fabric, fur and leather products processing and manufacturing",1
British Columbia,   Low Wage,YIANNIS GREEK TAVERNA LTD.,"New Westminster, V3L3B9",6322-Cooks,1
British Columbia,   Low Wage,Zinetti Food Products Ltd,"Surrey, V3S5P1",6315-Cleaning supervisors,1
British Columbia,  Primary Agriculture,0966025 BC Ltd.,"Abbotsford, V2S8A8",8432-Nursery and greenhouse workers,45
British Columbia,  Primary Agriculture,8th Generation Vineyard Inc.,"Summerland, V0H1Z9",8431-General farm workers,2
British Columbia,  Primary Agriculture,amar orchards ltd.,"lake country, V4V1L1",8431-General farm workers,4
British Columbia,  Primary Agriculture,DAILY FRESH PRODUCE LTD.,"ABBOTSFORD, V3G2G9","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",5
British Columbia,  Primary Agriculture,Fraser Stratacare Ltd.,"Langley, V4W0A6",8432-Nursery and greenhouse workers,6
British Columbia,  Primary Agriculture,Hansinger Irrigation Systems Ltd.,"WESTBRIDGE, V0H1Y0",8432-Nursery and greenhouse workers,3
British Columbia,  Primary Agriculture,Lopes Vineyards Ltd,"CAWSTON, V0X1C2",8431-General farm workers,3
British Columbia,  Primary Agriculture,Max II Agri Inc.,"Abbotsford, V3G2N1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
British Columbia,  Primary Agriculture,Osoyoos Greenhouses Ltd,"Osoyoos, V0H1V2",8431-General farm workers,2
British Columbia,  Primary Agriculture,RK FRESH FRUIT AND GARDEN CENTER LTD,"Grand Forks, V0H1H5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
British Columbia,  Primary Agriculture,Sidhu Blueberry Farms Ltd,"Langley, V4W1N3",0821-Managers in agriculture,1
British Columbia,  Primary Agriculture,Valley Select Berries Inc.,"Abbotsford, V3G2S1",8431-General farm workers,1
Northwest Territories,  Primary Agriculture,Arctic Farmer Inc,"YELLOWKNIFE, X1A0E7","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
Nunavut,   Low Wage,902776 N.W.T. Limited,"Iqaluit, X0A0H0",0631-Restaurant and food service managers,1
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,A Fresh Face in Hell,"Seattle, 98122","5131-Producers, directors, choreographers and related occupations",1
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,BOB Industries LLC o/a BOB Industries,"Santa Monica, 90401","5131-Producers, directors, choreographers and related occupations",1
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,Company Films,"Beverly Hills, 90212","5131-Producers, directors, choreographers and related occupations",1
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,Fancy Content,"Los Angeles, 90048","5131-Producers, directors, choreographers and related occupations",1
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,"Morton Jankel Zander, Inc","Los Angeles, 90064","5131-Producers, directors, choreographers and related occupations",1
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,"Northwest Automation, Inc.","Ferndale, 98248",2131-Civil engineers,1
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,"Park Pictures, LLC","NEW YORK, 10010","5131-Producers, directors, choreographers and related occupations",1
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,Radical Media LLC,"New York, 10014","5131-Producers, directors, choreographers and related occupations",1
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,"Reset Content, LLC dba Reset","Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",1
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,Reverie Content Inc.,"Sherman Oaks, 91403","5131-Producers, directors, choreographers and related occupations",2
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,Smuggler,"Los Angeles, 90038","5131-Producers, directors, choreographers and related occupations",1
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,"The Corner Shop, Inc.","Los Angeles, 90025","5131-Producers, directors, choreographers and related occupations",1
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,Tool of North America,"Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",2
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,"WHEELHOUSE STUDIOS, LLC, DBA “ALPEN PICTURES""","Los Angeles, 90036","5131-Producers, directors, choreographers and related occupations",1
Notes:,,,,,
1. The source for all information in this report is Employment and Social Development Canada's (ESDC) LMIA System.,,,,,
"2. This list excludes all personal names, such as employers of caregivers or business names that use or include personal names. For this reason, the list is not complete and does not reflect all employers who requested or received an LMIA. Should an employer wish to contact ESDC concerning the accuracy of their information, please contact NA-TFWP-PTET@hrsdc-rhdcc.gc.ca.",,,,,
"3. The employer name is manually entered in system. As such, accuracy of the names is subject to potential data entry error and inconsistent spelling.",,,,,
"4. Effective November 2016, NOC 2011 is being used. Prior to November 2016, all occupations under NOC 2006 were converted to the respective NOC 2011 occupation. Empirical concordance released by Statistics Canada was used to determine appropriate linkages.",,,,,
"5. Effective February 2018, LMIAs in support of Permanent Residence (PR) are excluded from TFWP statistics reporting, unless reported separately. This may impact statistics reported over time.",,,,,
"6. The LMIA System tracks TFW positions only, not TFWs who are issued a work permit or who enter Canada. Not all positions approved result in a work permit or a TFW entering Canada. For information on the number of work permits issued, please consult Immigration Refugees and Citizenship Canada's (IRCC) Facts and Figures: http://www.cic.gc.ca/english/resources/statistics/menu-fact.asp",,,,,
7. The numbers appearing in this release may differ slightly from those reported in previous releases of LMIA statistics due to data updates that occur over time.,,,,,
