"Employers who were issued a positive Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and business location in 2018 (April-June)",,,,, 
Province/Territory,Stream,Employer,Address,Occupation,Approved Positions 
,,Badyal Farms Ltd,"Abbotsford, BC V3G 2P5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,,,8431-General farm workers,4
,,Bagry Bros Orchards Ltd,"Vernon, BC V1T 8H1",8431-General farm workers,12
,,Bains Berry Farms Ltd.,"Surrey, BC V3S 0L2",8431-General farm workers,9
,,Bal & Nav Farms Ltd,"SURREY, BC V3R 6S8",8431-General farm workers,10
,,"Baldev Singh Seehra, Ravinder Seehra o/a Seehra Farms","ABBOTSFORD, BC V3G 2N3","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,,,8431-General farm workers,4
,,BC 101 Farms Ltd.,"SURREY, BC V3Z 0B5",8431-General farm workers,4
,,BC Tweed Joint Venture Inc,"DELTA, BC V4K 4V7",8432-Nursery and greenhouse workers,180
,,Bergen Farms Ltd & H.Bergen & Sons Ltd.,"ABBOTSFORD, BC V2T 5X2",8431-General farm workers,75
,,Berry Haven Farm Ltd,"Abbotsford, BC V4X 2L4",8431-General farm workers,28
,,Best Valley Produce,"Osoyoos, BC V0H 1V4",8431-General farm workers,10
,,Bhupinder Dubb dba Dubb Farm,"Surrey, BC V3S 0L2",8431-General farm workers,16
,,BJ Farm,"ABBOTSFORD, BC V4X 2J5",8431-General farm workers,3
,,BK Orchards Ltd,"Peachland, BC V0H 1X0",8431-General farm workers,21
,,BK Ranch Limited Partnership,"Richmond, BC V6V 3A2",8431-General farm workers,1
,,BKS Blueberry Farm Ltd.,"Langley, BC V2Z 1K6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,,,8431-General farm workers,10
,,BKS Enterprises Ltd,"Vancouver, BC V5X 1L8",8431-General farm workers,18
,,Boparai Farm,"Abbotsford, BC V2T 6B5",8431-General farm workers,2
,,Bradner R Farms Ltd.,"Abbotsford, BC V4X 2E8",8431-General farm workers,3
,,Brar Farm,"Kelowna, BC V1P 1C1",8431-General farm workers,2
,,Brar Growers Ltd,"Abbotsford, BC V2S 7Z5",8431-General farm workers,2
,,Brilain Ent Ltd / Neufeld Farms Ltd,"Abbotsford, BC V2T 5Z4",8431-General farm workers,1
,,Bron and Sons Nursery Co. Ltd,"GRAND FORKS, BC V0H 1H0",8432-Nursery and greenhouse workers,4
,,Bylands Nurseries Ltd.,"West Kelowna, BC V1Z 1H6",8432-Nursery and greenhouse workers,4
,,Byrnes Farms Ltd,"Kelowna, BC V1Y 7Z5",8431-General farm workers,3
,,C & A Mink Ranch Ltd,"CHILLIWACK, BC V2R 2E1",8431-General farm workers,4
,,Calais Farms Ltd,"Abbotsford, BC V2T 6R4",8431-General farm workers,9
,,Canadian Farms Produce Inc,"Surrey, BC V3Z 1E8",8431-General farm workers,14
,,Can-Am Nurseries Ltd.,"Abbotsford, BC V3G 1T1",0822-Managers in horticulture,1
,,Canwest Farms Ltd.,"Richmond, BC V6W 1B6",8431-General farm workers,7
,,Caspian Apiaries Inc.,"Delta, BC V4C 2P7",8431-General farm workers,10
,,Cassini Cellars Ltd,"Osoyoos, BC V0H 1V0",8431-General farm workers,1
,,"Chaswinder Bhangu, Sybiljit Bhangu, Manvir Bhangu o/a Bachan Farms","Surrey, BC V3S 5P1",8431-General farm workers,12
,,Cheema Growers Ltd.,"ABBOTSFORD, BC V2S 8A1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,,,8431-General farm workers,5
,,Chong Yip Farm Ltd,"Delta, BC V4K 2M6",8431-General farm workers,7
,,Clearview Horticultural Products Incorporated,"ALDERGROVE, BC V4W 1J7",8432-Nursery and greenhouse workers,2
,,Coast Cranberries Ltd,"LANGLEY, BC V1M 3W1",8431-General farm workers,28
,,Coastal Black Estate Winery Ltd.,"Black Creek, BC V9J 1G8",8431-General farm workers,6
,,Coral Beach Farms Ltd,"LAKE COUNTRY, BC V4V 1A9",0821-Managers in agriculture,1
,,,,"8252-Agricultural service contractors, farm supervisors and specialized livestock workers",18
,,,,8431-General farm workers,463
,,,,8611-Harvesting labourers,66
,,Cranwest Farms Ltd. Partnership,"Delta, BC V4G 1M2",8431-General farm workers,9
,,Creekside Hothouse Ltd.,"SURREY, BC V3Z 9V2",8432-Nursery and greenhouse workers,10
,,Cropthorne Farm Ltd,"Delta, BC V4K 3N2",8431-General farm workers,2
,,Crown Farms Inc,"ABBOTSFORD, BC V4K 1W2",8431-General farm workers,2
,,Crowsnest Vineyards,"Cawston, BC V0X 1C2",8431-General farm workers,1
,,Daily Fresh Produce Ltd,"Abbotsford, BC V3G 2G9","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",7
,,,,8431-General farm workers,57
,,Desert Hills Ranch,"Ashcroft, BC V0K 1A0",8431-General farm workers,112
,,Desert Produce Ltd,"Osoyoos, BC V0H 1V6",8431-General farm workers,2
,,Desert Valley Vineyard Ltd,"CANYON, BC V0B 1C0",8431-General farm workers,1
,,DeVry Custom Work,"Chilliwack, BC V2P 6H4",8432-Nursery and greenhouse workers,26
,,Dinesen Nurseries Ltd,"Aldergrove, BC V4W 2R1",8432-Nursery and greenhouse workers,10
,,Dorenberg Orchards Ltd.,"Lake Country, BC V4V 1G5",8431-General farm workers,10
,,Douglas Lake Cattle Company,"Douglas Lake, BC V0E 1S0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Driediger Farms Ltd,"Langley, BC V1M 3P8",8431-General farm workers,24
,,Duarte Orchards Ltd.,"Oliver, BC V0H 1T1",8431-General farm workers,2
,,Dueck's Poultry Farm Ltd.,"FALKLAND, BC V0E 1W0",8431-General farm workers,2
,,Dunamis Farms Ltd.,"ABBOTSFORD, BC V3G 2G4","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",4
,,,,8431-General farm workers,16
,,Eagle Mountain Farms Ltd,"Abbotsford, BC V2T 0C5",8431-General farm workers,80
,,Edgewater Plants Inc.,"Aldergrove, BC V4W 2R1",0822-Managers in horticulture,2
,,,,"8252-Agricultural service contractors, farm supervisors and specialized livestock workers",5
,,Eklund Farms Ltd.,"ABBOTSFORD, BC V2S 0A1",8431-General farm workers,5
,,Elite Farm Services Ltd.,"Chilliwack, BC V2P 7Z5",8431-General farm workers,20
,,Elk Ridge Dairy Ltd.,"Chilliwack, BC V2P 6H3",8431-General farm workers,2
,,Eurosa Farms,"Brentwood Bay, BC V8M 1J6",8432-Nursery and greenhouse workers,2
,,EVL Nursery,"LANGLEY, BC V2Y 2N8",8432-Nursery and greenhouse workers,1
,,Factors Laboratories Ltd,"Coquitlam, BC V3K 6Y2",8432-Nursery and greenhouse workers,8
,,Fernandes Farms Ltd,"Osoyoos, BC V0H 1V6",8431-General farm workers,9
,,FKC (168) Produce Ltd.,"Surrey, BC V3S 8H6",8432-Nursery and greenhouse workers,1
,,Fraser Berry Farms Ltd.,"ABBOTSFORD, BC V3G 1N3",8431-General farm workers,2
,,Fraser Valley Packers Inc.,"Abbotsford, BC V2S 8A7",8431-General farm workers,35
,,Fresh Quality Produce Ltd,"Abbotsford, BC V3G 0C6",8431-General farm workers,2
,,Function Junction Fruit Ltd.,"KELOWNA, BC V1P 1C6",8431-General farm workers,2
,,G Gill & Sons Farm,"Abbotsford, BC V2T 5X6",8431-General farm workers,7
,,G P Sandher Holdings Ltd.,"Kelowna, BC V1P 1C5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",5
,,G&B Farm dba Paul's Produce,"ABBOTSFORD, BC V2T 6Z4",8431-General farm workers,1
,,G.M. Gill Enterprises Ltd.,"Langley, BC V2Z 2H2",8431-General farm workers,2
,,Gagan Blueberry Growers Ltd.,"ABBOTSFORD, BC V2T 0H2",8431-General farm workers,40
,,Garden in Gardens Greenhouses Ltd.,"Richmond, BC V6Y 2V2",8432-Nursery and greenhouse workers,6
,,GERI Partnership,"Maple Ridge, BC V2X 7G2",8431-General farm workers,342
,,Gill 22G Farm,"Dewdney, BC V2V 7K6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Gill Farms Ltd.,"Abbotsford, BC V4X 1W1",8431-General farm workers,2
,,Glenmore Garden Market,"Kelowna, BC V1V 2G7",8431-General farm workers,3
,,Gold Hill Winery Ltd.,"Oliver, BC V0H 1T1",8431-General farm workers,6
,,Gosal Group Farms Ltd.,"SURREY, BC V3W 2N3",0821-Managers in agriculture,1
,,,,"8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,,,8431-General farm workers,12
,,Greenland Growers Nursery Ltd.,"ALDERGROVE, BC V4W 1R7","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
,,Greenway Farms Ltd,"Surrey, BC V3Z 1E8",8431-General farm workers,6
,,Gurdev Thandi and Sons Ltd.,"Abbotsford, BC V4X 2M6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,,,8431-General farm workers,16
,,Gutknecht Orchards Ltd,"Vernon, BC V1B 3P3",8431-General farm workers,18
,,H & R Orchards Ltd.,"CANYON, BC V0B 1C0",8431-General farm workers,41
,,Hardev Aujla Farm,"Vernon, BC V1H 1B8",8431-General farm workers,2
,,Harker's Organics Rustic Roots Winery Ltd,"Cawston, BC V0X 1C2",8431-General farm workers,4
,,Hermatt Dairy Farms Ltd.,"Abbotsford, BC V4X 1W1",8431-General farm workers,5
,,Hinda Farms,"PITT MEADOWS, BC V3Y 2R8",8431-General farm workers,3
,,Hothi Farms Inc,"Delta, BC V4K 2N8","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",5
,,,,8431-General farm workers,20
,,Inline Nurseries (2010) Inc.,"Chilliwack, BC V4Z 0B3",8431-General farm workers,4
,,J & J Farms Ltd,"Abbotsford, BC V2T 6B7",8431-General farm workers,10
,,J Gill Enterprises Ltd.,"ALDERGROVE, BC V4W 1E4","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,,,8431-General farm workers,2
,,J. K. Agro Industries Inc,"Abbotsford, BC V2T 5W9",8431-General farm workers,6
,,J.K. Kang Farm Ltd.,"Surrey, BC V3W 1H7",8431-General farm workers,2
,,JA Orchard Ltd,"VERNON, BC V1B 4A2",8431-General farm workers,4
,,"Jaswinder Rai, Gurdeep Rai DBA Rai's Colebrook Farming","Surrey, BC V3Z 0L2",8431-General farm workers,1
,,JB Chick Sorting Ltd,"Mission, BC V2V 6P6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Jhulley& Son's Farm Ltd.,"MISSION, BC V2V 4J1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,,,8431-General farm workers,6
,,Jit Bains Farms Inc,"Abbotsford, BC V3G 2V3",8431-General farm workers,10
,,JM Sandher Orchards Ltd,"Vernon, BC V1B 3L4",8431-General farm workers,42
,,Johal Berry Farms Ltd,"Richmond, BC V6W 1E3","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",6
,,,,8431-General farm workers,20
,,Kahlon Farms Ltd,"Abbotsford, BC V2T 5X6",8431-General farm workers,6
,,Karmjit Gill Orchards,"Kelowna, BC V1W 4H3",8431-General farm workers,9
,,KH Gill Blueberry Farm Ltd.,"ALDERGROVE, BC V2Z 3B5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,,,8431-General farm workers,10
,,Khaira Farms Ltd.,"ABBOTSFORD, BC V3G 2R4",8431-General farm workers,6
,,Khangura & Dhaliwal Farms Inc.,"Abbotsford, BC V2T 5X6",8431-General farm workers,1
,,Kim's Farm,"SURREY, BC V3Z 1C3",8431-General farm workers,15
,,Kin Ye Farm Ltd,"Delta, BC V4K 4E3",8431-General farm workers,8
,,King Ho Cho Op's Cho's Farm,"SURREY, BC V3Z 1C4",8431-General farm workers,5
,,King Tomatoes Farm,"Oliver, BC V0H 1T0",8431-General farm workers,4
,,KN Berry Farms Inc.,"Abbotsford, BC V2T 5Y7",8431-General farm workers,4
,,Krazy Cherry Fruit Company Ltd,"Oliver, BC V0H 1T0",8431-General farm workers,7
,,Kuldeep Bahniwal,"Oliver, BC V0H 1T0",8431-General farm workers,1
,,Lakeridge Orchard,"Osoyoos, BC V0H 1V2",8431-General farm workers,2
,,Lally Farms Inc,"Abbotsford, BC V4X 1X8",8431-General farm workers,11
,,Lally Group Partnership,"Abbotsford, BC V4X 1X8",8431-General farm workers,28
,,Lekhi Orchards Ltd,"SUMMERLAND, BC V0H 1Z4",8431-General farm workers,6
,,Lidder Farms,"Keremeos, BC V0X 1N3",8431-General farm workers,6
,,Lidhar Farms,"KEREMEOS, BC V0X 1N1",8431-General farm workers,25
,,Longview Farms Ltd,"Saanichton, BC V8M 1T7",8432-Nursery and greenhouse workers,8
,,Lopes Orchards Ltd,"Cawston, BC V0X 1C2",8431-General farm workers,3
,,Lotus Orchards,"Vernon, BC V1H 1R1",8431-General farm workers,6
,,Lual Orchards Ltd,"Osoyoos, BC V0H 1V2",8431-General farm workers,5
,,Lucky Deol Blueberry Farm Ltd,"Surrey, BC V3S 0L2",8431-General farm workers,6
,,M & J Dhaliwal Green Acres Vegetable Farm Ltd,"KAMLOOPS, BC V2H 1T8",8431-General farm workers,16
,,M. Van Noort & Sons Co. Ltd,"Langley, BC V2Y 2K6",8432-Nursery and greenhouse workers,32
,,Makepeace Organic Farms Ltd,"Cawston, BC V0X 1C3",8431-General farm workers,3
,,Mann Orchard & Nursery Ltd,"Armstrong, BC V0E 1B2",8431-General farm workers,2
,,Marar Orchards Ltd,"Creston, BC V0B 1G9","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,,,8431-General farm workers,8
,,Mari-Ad-Mare Food Ltd,"DELTA, BC V4K 3N3",8431-General farm workers,2
,,Meadowland Farms Inc,"Pitt Meadows, BC V3Y 2R9",8431-General farm workers,6
,,Michell's Farm Ltd,"SAANICHTON, BC V8M 1W4",8431-General farm workers,4
,,MKR Growers Ltd.,"Abbotsford, BC V4X 1Z8",8431-General farm workers,10
,,Mount Lehman Fruit Growers Ltd,"Abbotsford, BC V2T 6Z5",8431-General farm workers,8
,,Mt Lehman Greenhouses Ltd,"Abbotsford, BC V4X 2G5",8432-Nursery and greenhouse workers,12
,,Mt Lehman Vegetable Farms Inc,"Abbotsford, BC V4X 2G5",8432-Nursery and greenhouse workers,28
,,Mukhtiar Growers Ltd,"Abbotsford, BC V2T 6C8",8431-General farm workers,12
,,Natures Kitchen Ltd dba Don-O-Ray Farm Market,"KELOWNA, BC V1W 4Y8",8431-General farm workers,3
,,Newberry Farms Ltd.,"Pitt Meadows, BC V3Y 1Z1",8431-General farm workers,32
,,Noor Farm,"ABBOTSFORD, BC V2T 5S3","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,,,8431-General farm workers,4
,,North Fraser Nursery Ltd,"Aldergrove, BC V4W 2B1","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
,,,,8432-Nursery and greenhouse workers,6
,,Odyssey Ventures Ltd.,"Oliver, BC V0H 1T1",8432-Nursery and greenhouse workers,4
,,Okanagan Similkameen Enterprises Ltd,"Cawston, BC V0X 1C2",8431-General farm workers,3
,,Okanagan Sunshine Fruit Packers Ltd,"Oliver, BC V0H 1T1",8431-General farm workers,6
,,Old Meadows Organic Farm Inc.,"KELOWNA, BC V1W 4M6",8431-General farm workers,1
,,Pandher Farms,"New Westminster, BC V3M 2Z1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,Parvinder and Baljit Uppal Orchards,"Kelowna, BC V1X 7W1",8431-General farm workers,6
,,Paul Orchard Ltd,"Vernon, BC V1T 9M2",8431-General farm workers,5
,,Paul's Greenhouses Ltd.,"Osoyoos, BC V0H 1V2",8431-General farm workers,18
,,Pentage Ventures Ltd,"Penticton, BC V2A 8W3",8431-General farm workers,1
,,Peppertree Farms Ltd,"Abbotsford, BC V2T 5Y1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,,,8431-General farm workers,6
,,Phil's Farm,"Victoria, BC V9E 2J4",8431-General farm workers,1
,,"Pooni Orchard (Gurdeep, Sarabjit Pooni)","Kelowna, BC V1P 1A6",8431-General farm workers,4
,,Port Guichon Farms Incorporated,"Delta, BC V4K 1S1",8431-General farm workers,4
,,Precious Herbs and Vegetables Ltd.,"Surrey, BC V3V 7J6",8431-General farm workers,15
,,Premium Vineyard Management,"Penticton, BC V2A 8M9",8431-General farm workers,4
,,Quik's Farm Ltd.,"Chilliwack, BC V4Z 0A6",8432-Nursery and greenhouse workers,2
,,Rainbow Greenhouses Inc,"CHILLIWACK, BC V2R 4L6",8432-Nursery and greenhouse workers,15
,,Raiwal Agro Tech Foods Ltd,"SURREY, BC V3S 0L5",8431-General farm workers,18
,,Ran Don Farms Ltd,"Surrey, BC V3S 4P4","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,River's End Farms Ltd,"Creston, BC V0B 1G0",8431-General farm workers,2
,,RK Fresh Fruit & Garden Centre,"Grand Forks, BC V0H 1H5",8431-General farm workers,2
,,RNG Vineyard & Orchard Management,"Penticton, BC V2A 8A3",8431-General farm workers,3
,,Rocky Ridge Turkey Farm Ltd.,"Langley, BC V2Z 1W3","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",5
,,Royal Blue Farm Ltd,"Surrey, BC V3W 1J9",8431-General farm workers,2
,,Royal Star Enterprises Inc.,"Kelowna, BC V1X 7W1",8431-General farm workers,6
,,S & B Dhaliwal Ent Inc,"Oliver, BC V0H 1T0",8431-General farm workers,10
,,S & H Gill Farms Ltd,"Abbotsford, BC V2T 3T8",8431-General farm workers,2
,,S.G.D. Transport Ltd.,"Pitt Meadows, BC V3Y 2H1",8431-General farm workers,8
,,Sahota Farms Ltd,"Abbotsford, BC V3G 2S1",8431-General farm workers,106
,,Sam Enterprises Ltd,"Chilliwack, BC V2R 5H8",8431-General farm workers,8
,,Sandhu Greenhouses & Nursery Ltd,"Osoyoos, BC V0H 1V0",8432-Nursery and greenhouse workers,3
,,Sanserwal Orchards,"COLDSTREAM, BC V1B 3G8",8431-General farm workers,2
,,Saran Orchard,"Oliver, BC V0H 1T1",8431-General farm workers,1
,,Sardul Brar Farms,"SUMMERLAND, BC V0H 1Z4",8431-General farm workers,4
,,SBR Blueberry Farm Ltd,"DELTA, BC V4K 3N3",8611-Harvesting labourers,5
,,Secrest Organic Produce Ltd,"Okanagan Falls, BC V0H 1R0",8431-General farm workers,17
,,Shinder Kambo dba Kambo Farms,"Osoyoos, BC V0H 1V2","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Sidhu & Sons Nursery Ltd.,"Mission, BC V2V 7K6",8431-General farm workers,10
,,Sidhu Family Farms,"Lake Country, BC V4V 1L4",8431-General farm workers,2
,,Silver Valley Farms Ltd,"Maple Ridge, BC V4R 2R1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,,,8431-General farm workers,32
,,SM Produce Ltd.,"Oliver, BC V0H 1T0",8431-General farm workers,4
,,Smit Nursery Ltd,"Abbotsford, BC V4X 2E8",8432-Nursery and greenhouse workers,2
,,Souto Family Orchards Inc,"Oliver, BC V0H 1T0",8431-General farm workers,5
,,SOUTO Farms Markets Ltd,"Oliver, BC V0H 1T1",8431-General farm workers,2
,,STH Farms Ltd.,"ABBOTSFORD, BC V3G 1R5",8431-General farm workers,4
,,Sukhdev Lasser,"KEREMEOS, BC V0X 1N1",8431-General farm workers,14
,,Sukhdev Toor Farms Ltd,"Abbotsford, BC V2T 3V1",8431-General farm workers,2
,,Sukhi Dhillon Farm Ltd,"VANCOUVER, BC V5X 1Y9",8431-General farm workers,9
,,Sumas Valley Berry Farm Ltd.,"ABBOTSFORD, BC V2T 5N4",8431-General farm workers,6
,,Summer Farm,"Vernon, BC V1P 7M7",8431-General farm workers,5
,,Sun City Cherries Ltd.,"Kelowna, BC V1W 4H6",8431-General farm workers,119
,,Suncrest Hill Orchards,"KELOWNA, BC V1W 4H5",8431-General farm workers,4
,,Sunshine Cranberry Farm Ltd,"Richmond, BC V6Y 1K3","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,T&S Mankatala Farms,"Abbotsford, BC V2T 5X7",8431-General farm workers,4
,,The Silvagro Partnership,"QUESNEL, BC V2J 5V5",8432-Nursery and greenhouse workers,46
,,The View Winery,"KELOWNA, BC V1W 4R5",8431-General farm workers,22
,,Thiara Brothers Enterprises Ltd,"Pitt Meadows, BC V3Y 0A6",8431-General farm workers,22
,,Topgro Greenhouses Ltd.,"ALDERGROVE, BC V4W 2M8",8432-Nursery and greenhouse workers,1
,,Townline Growers (1994) Ltd,"Abbotsford, BC V2T 6C9",8431-General farm workers,25
,,True Blue Farms Ltd,"Delta, BC V4L 2P2","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,,,8431-General farm workers,5
,,Turtle Mountain Vineyards Ltd,"Vernon, BC V1H 1A1",8431-General farm workers,2
,,Twin Maple Produce Ltd,"CHILLIWACK, BC V2R 4R7","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,,,8431-General farm workers,10
,,Uppal Orchard / Mom Pops Farm Market,"Keremeos, BC V0X 1N4",8431-General farm workers,2
,,Valley Fresh Produce,"Oliver, BC V0H 1T0",8431-General farm workers,1
,,Valley Orchards,"Kelowna, BC V1P 1B5",8431-General farm workers,7
,,W. Friesen Farms,"Surrey, BC V3S 9S7","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,Wedgwood Holsteins Ltd,"Cobble Hill, BC V0R 1L4",8431-General farm workers,1
,,Western Pacific Mushroom Ltd.,"LANGLEY, BC V4W  1G",8611-Harvesting labourers,12
,,Windset Farms (Canada) Ltd,"Delta, BC V4K 3N2",8431-General farm workers,84
,,,,8432-Nursery and greenhouse workers,10
,,Woodgate Farms,"Oliver, BC V0H 1T1",8431-General farm workers,2
,,Worker Bee Honey Company Ltd,"Rosedale, BC V0X 1X2",8431-General farm workers,8
,,Worrenberg Farms Ltd.,"Keremeos, BC V0X 1N4",8431-General farm workers,2
,,Wun Hing Farm Ltd,"Delta, BC V4K 2A6",8431-General farm workers,10
,,Zhi Gang Farm Ltd,"RICHMOND, BC V6V 1A6",8431-General farm workers,4
, Global Talent Stream,6125972 Canada Inc.,"Vancouver, BC V5Y 1L8",5241-Graphic designers and illustrators,1
,,Absolute Software Corporation,"VANCOUVER, BC V7X 1K8",2173-Software engineers and designers,1
,,Affinity Staffing Inc.,"VANCOUVER, BC V6Z 3A3",2173-Software engineers and designers,2
,,"Amazon Canada Fulfillment Services, ULC","VANCOUVER, BC V6B 0M3",2171-Information systems analysts and consultants,1
,,,,2172-Database analysts and data administrators,3
,,,,2173-Software engineers and designers,11
,,,,2174-Computer programmers and interactive media developers,3
,,Animal Logic Studios (Vancouver) Ltd,"Vancouver, BC V6B 2P6",2173-Software engineers and designers,1
,,,,5241-Graphic designers and illustrators,2
,,Animatrik Film Design Inc,"Burnaby, BC V5C 3W4",2173-Software engineers and designers,1
,,Arista Networks ULC,"BURNABY, BC V5J 5J8",2171-Information systems analysts and consultants,1
,,,,2173-Software engineers and designers,1
,,Bardel Entertainment Inc.,"Vancouver, BC V6J 1J8",2173-Software engineers and designers,3
,,Bron Animation Inc.,"Burnaby, BC V5J 1L9",5241-Graphic designers and illustrators,2
,,CareCru Incorporated,"VANCOUVER, BC V6C 1X8",2175-Web designers and developers,2
,,Cinesite Vancouver Inc,"VANCOUVER, BC V5T 0H8",5241-Graphic designers and illustrators,5
,,Coastal Shellfish Corporation,"PRINCE RUPERT, BC V8J 3T1",0823-Managers in aquaculture,1
,,Cozystay Holdings Inc,"Richmond, BC V6V 2K9",0213-Computer and information systems managers,1
,,Cuepath Innovation Inc.,"Vancouver, BC V6B 4N6",2174-Computer programmers and interactive media developers,1
,,Dapper Labs Inc.,"VANCOUVER, BC V5T 0H8",5241-Graphic designers and illustrators,1
,,Deluxe Toronto Ltd.,"Vancouver, BC V5Y 1B3",2147-Computer engineers (except software engineers and designers),1
,,,,2173-Software engineers and designers,1
,,,,5241-Graphic designers and illustrators,21
,,"Digital Domain Productions 3.0 (BC), Ltd","VANCOUVER, BC V6J 1V4",5241-Graphic designers and illustrators,8
,,Double Negative Canada Productions Ltd.,"Vancouver, BC V5Y 4A6","5131-Producers, directors, choreographers and related occupations",1
,,,,5241-Graphic designers and illustrators,17
,,Enviromech Industries ULC dba Agility Fuel Solutions,"KELOWNA, BC V1Y 0C2",2173-Software engineers and designers,1
,,FLOWMOTION ENTERTAINMENT: TOP FREE FUN ADDICTIVE COOL GAMES INC.,"VANCOUVER, BC V6E 4A2",2172-Database analysts and data administrators,1
,,FreshWorks Studio Inc.,"Victoria, BC V8W 1E1",2175-Web designers and developers,1
,,FuseForward Solutions Group Ltd,"VANCOUVER, BC V5Z 4B5",2173-Software engineers and designers,1
,,Grant Advance Solutions Inc.,"NEW WESTMINISTER, BC V3L 5H6",2175-Web designers and developers,1
,,Groundswell Cloud Solutions Inc,"VANCOUVER, BC V6B 4N8",2171-Information systems analysts and consultants,3
,,HSBC Bank Canada,"VANCOUVER, BC V6C 0B2",2173-Software engineers and designers,1
,,Image Engine Design Inc.,"Vancouver, BC V5Y 1H4",5241-Graphic designers and illustrators,4
,,Industrial Light & Magic (Vancouver) Inc.,"VANCOUVER, BC V6B 1A1",2173-Software engineers and designers,1
,,,,"5131-Producers, directors, choreographers and related occupations",1
,,,,5241-Graphic designers and illustrators,9
,,Insurance Corporation of British Columbia,"North Vancouver, BC V7M 3H9",2171-Information systems analysts and consultants,1
,,,,2172-Database analysts and data administrators,1
,,Kabam Games Inc.,"VANCOUVER, BC V6E 1A5","5131-Producers, directors, choreographers and related occupations",1
,,LocoNoco Canada Inc,"VANCOUVER, BC V6C 2G8",2173-Software engineers and designers,2
,,Lumen5 Technologies Ltd,"Vancouver, BC V6E 3S7",2173-Software engineers and designers,1
,,MINISIS Inc.,"VANCOUVER, BC V6E 3P3",2175-Web designers and developers,1
,,NetCents Technology Inc.,"VANCOUVER, BC V7X 1M4",2175-Web designers and developers,1
,,News360 Systems Inc.,"Richmond, BC V6V 2L1",2173-Software engineers and designers,1
,,Officepools.com Services Ltd.,"Vancouver, BC V6E 2K3",2173-Software engineers and designers,1
,,Offworld Industries Ltd,"VANCOUVER, BC V6C 3S7",2174-Computer programmers and interactive media developers,1
,,Onica Technologies Canada Inc.,"Vancouver, BC V6H 1C9",2173-Software engineers and designers,1
,,Orderbot Software Inc,"VANCOUVER, BC V6G 1G3",2175-Web designers and developers,1
,,Picatic E-Ticket Inc.,"Vancouver, BC V6B 5C6",2173-Software engineers and designers,1
,,,,2175-Web designers and developers,1
,,Pure Storage Canada Limited,"VANCOUVER, BC V7Y 1K3",2173-Software engineers and designers,5
,,Roofoveryourhead Marketing Ltd,"Victoria, BC V8W 3C6",2173-Software engineers and designers,1
,,Routific Solutions Inc.,"Vancouver, BC V6B 4N6",2173-Software engineers and designers,1
,,Sauce Labs Canada Inc.,"VANCOUVER, BC V6B 2K4",2173-Software engineers and designers,1
,,SEDNA Systems Inc.,"VANCOUVER, BC V6B 2R5",2174-Computer programmers and interactive media developers,1
,,"Segment Technologies Canada, Inc.","VANCOUVER, BC V6B 2W9",2173-Software engineers and designers,1
,,"Softvision Canada, ULC o/a Momentus Software","Vancouver, BC V6B 2Z6",2173-Software engineers and designers,1
,,Sony Pictures Imageworks Canada Inc.,"VANCOUVER, BC V7Y 1K2",2173-Software engineers and designers,2
,,,,"5131-Producers, directors, choreographers and related occupations",1
,,,,5241-Graphic designers and illustrators,13
,,Sprung Studios LTD,"Vancouver, BC V6A 1A4",2175-Web designers and developers,1
,,"StarFish Product Engineering, Inc.","Victoria, BC V8Z 1E7","0013-Senior managers - financial, communications and other business services",1
