"Employers who were issued a positive Labour Market Impact Assessment (LMIA) by stream, National Occupational Classification (NOC) 2011 and business location in 2019 (April-June)",,,,, 
Province/Territory,Stream,Employer,Address,Occupation,Approved Positions 
,,Enfield Solutions Inc,"SURREY, BC V3W 0X5",7611-Construction trades helpers and labourers,2
,,England Holdings Ltd.,"REVELSTOKE, BC V0E 2S0",6525-Hotel front desk clerks,2
,,Envision Transport Ltd.,"SURREY, BC V3R  2S",1221-Administrative officers,1
,,Even Valu Enterprises Ltd. dba Little Caesar's Pizza,"NORTH VANCOUVER, BC V7H 2Y5",6311-Food service supervisors,1
,,Everfresh Processing Ltd.,"Delta, BC V4G 0A2",9463-Fish and seafood plant workers,2
,,Ewen Childcare Centre,"New Westminster, BC V3M 5B7",4214-Early childhood educators and assistants,1
,,Excel Stucco Ltd,"SURREY, BC V3S 2C6",7611-Construction trades helpers and labourers,2
,,Extreme Doors Ltd.,"Surrey, BC V3W 1B3",1241-Administrative assistants,1
,,Factors Laboratories Ltd,"Coquitlam, BC V3K 6Y2",9421-Chemical plant machine operators,8
,,Faithful Maintenance Ltd,"SURREY, BC V3W 3M2",6315-Cleaning supervisors,1
,,Faubourg Paris,"Vancouver, BC V5X 0B2",6311-Food service supervisors,1
,,Fine Art Furniture Ltd,"SURREY, BC V3S 1X7",1241-Administrative assistants,1
,,First Choice Drywall Ltd.,"SURREY, BC V3W 4J3",7611-Construction trades helpers and labourers,1
,,Foot Lounge Inc.,"Burnaby, BC V5H 1Z8","6313-Accommodation, travel, tourism and related services supervisors",1
,,Fornax Holdings Ltd,"VANCOUVER, BC V6E 1N1",6332-Bakers,3
,,Fort St. John King Restaurant Co. Ltd.,"FORT ST. JOHN, BC V1J 0P2",6311-Food service supervisors,2
,,Fresh Coat Painting Ltd,"SURREY, BC V3S 1B4",7294-Painters and decorators (except interior decorators),1
,,Freshtap Pour System Inc. o/a Vancouver Urban Winery/Belgard Kitchen,"VANCOUVER, BC V6A 3A8",6322-Cooks,1
,,Fujiya Stores,"Victoria, BC V8P 4H2",6322-Cooks,2
,,Furniture Land,"Surrey, BC V3W 6Y2",7514-Delivery and courier service drivers,2
,,G & B Palitti Holdings Inc. o/a The Scissors,"Surrey, BC V3R 7C1",6341-Hairstylists and barbers,1
,,G.E.N. Trading Ltd.  o/a Eco Pac Canada,"Burnaby, BC V3N 5G4",6211-Retail sales supervisors,1
,,G.K. Roofing Services Ltd.,"BURNABY, BC V3N 1B7",7611-Construction trades helpers and labourers,1
,,Galaxy Insulation & Drywall Ltd.,"Surrey, BC V3V 8A9",7294-Painters and decorators (except interior decorators),1
,,Garden Fresh Food & Grocery Ltd.,"Vancouver, BC V5X 3T4",6611-Cashiers,1
,,Gaya Holdings Ltd. o/a Gaya Sushi,"BURNABY, BC V5A 2S8",6322-Cooks,1
,,Genjie Holdings Ltd,"Vancouver, BC V6E 1C1",6322-Cooks,1
,,George A. Shaw Ltd.,"CHILLIWACK, BC V2R 5S3",6311-Food service supervisors,4
,,Gill Bros Supergas Ltd.,"Coquitlam, BC V3K 3T1",1241-Administrative assistants,1
,,Ginza Ichiban Cuisine Ltd. o/a Ginza Ichiban Japanese Restaurant,"Quesnel, BC V2J 4C1",6322-Cooks,1
,,Ginza Restaurant Inc.,"Port Coquitlam, BC V3B 5L7",6322-Cooks,2
,,GKS Enterprises Inc. o/a Tim Hortons,"CHILLIWACK, BC V2R 5S3",6311-Food service supervisors,17
,,Glory Food Ltd.,"SURREY, BC V3T 1Y3","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,Go-Ebisu Enterprise Ltd.o/a Ebisu Sushi Japanese Restaurant,"Abbotsford, BC V3G 1C2",6322-Cooks,1
,,Goldblack Foods Ltd.,"PRINCE GEORGE, BC V2M 3C8",6311-Food service supervisors,1
,,,,6322-Cooks,2
,,,,"6711-Food counter attendants, kitchen helpers and related support occupations",2
,,GolfBC Holdings Inc. o/a Crystal Lodge & Suites,"Whistler, BC V0N 1B4",6315-Cleaning supervisors,1
,,Golfmecca Holdings Inc .,"PITT MEADOWS, BC V3Y 1Z1",6211-Retail sales supervisors,1
,,Goodluck Auto & Window Glass Ltd.,"SURREY, BC V4N 2P4",7612-Other trades helpers and labourers,1
,,Great Mann Construction Ltd,"DELTA, BC V4C 4E9",7611-Construction trades helpers and labourers,2
,,Great Salad Ltd,"VANCOUVER, BC V5Z 1M9",6311-Food service supervisors,1
,,Grimace & Co Restaurant Ltd. o/a McDonald's,"CAMPBELL RIVER, BC V9W 2C9",6311-Food service supervisors,2
,,Grouse Creek Hotel Ltd.  o/a Grouse Creek Motel,"Surrey, BC V3V 5W3","6313-Accommodation, travel, tourism and related services supervisors",1
,,,,6731-Light duty cleaners,1
,,GW & G Investments Inc. o/a Burger King,"Chilliwack, BC V2R 1A3",6311-Food service supervisors,1
,,H Anmol Sweets & Restaurant Ltd.,"SURREY, BC V3W 4G1",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,H M S Mobile Truck & Trailer Repair Ltd.,"Surrey, BC V3W 1K6",7612-Other trades helpers and labourers,2
,,H. A. L. T. Holdings dba National Car & Truck Sales,"Sidney, BC V8L 1K1",6211-Retail sales supervisors,2
,,Habib Market Ltd.,"Surrey, BC V3T 4G1",6211-Retail sales supervisors,1
,,Hack Enterprises Inc.o/a Hive Hair Spa,"Vancouver, BC V6P 4A8",6341-Hairstylists and barbers,1
,,Han Kook Meat Trading,"Burnaby, BC V5C 5E3","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,Hanahreum Mart Downtown Inc.,"Vancouver, BC V6B 2B7",6211-Retail sales supervisors,1
,,Hanami Restaurant Ventures Inc.  o/a Hanami,"RICHMOND, BC V7B 1W2",6311-Food service supervisors,1
,,Hands On Demolition & Excavating Ltd.,"DELTA, BC V4C 1K4",7611-Construction trades helpers and labourers,2
,,Hannam Supermarket Inc.,"Burnaby, BC V3N 4R7","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,,,"6711-Food counter attendants, kitchen helpers and related support occupations",1
,,Hanok Restaurant Ltd.,"Richmond, BC V6X 1C4",6311-Food service supervisors,1
,,Hanriver Entertainment Inc.,"Coquitlam, BC V3K 6V7",6322-Cooks,2
,,Hanspal Framing Ltd.,"Surrey, BC V3W 9H9",7611-Construction trades helpers and labourers,3
,,Hapa Yaletown Investments Ltd. o/a Hapa Izakaya Restaurant,"Vancouver, BC V6K 2M4",6322-Cooks,3
,,Happy Lemon Holding Ltd. o/a Happy Lemon,"Vancouver, BC V5R 5L7",6311-Food service supervisors,1
,,Happy Valley Travel Ltd.,"VANCOUVER, BC V5V 3E1","6313-Accommodation, travel, tourism and related services supervisors",2
,,Harman Foods Inc. DBA Paragon Pizza and Pasta House,"VANCOUVER, BC V5P 3Y8",0631-Restaurant and food service managers,1
,,Harmonie European Spa Ltd.,"Vancouver, BC V6G 1C8",3232-Practitioners of natural healing,1
,,Harni Cleaning Services Ltd.,"BURNABY, BC V5H 2J3",6731-Light duty cleaners,2
,,Haru Korean Kitchen Inc.,"Vancouver, BC V6B 2N3",6311-Food service supervisors,1
,,Hawkstone Management Ltd.,"Prince Rupert, BC V8J 4B7","6313-Accommodation, travel, tourism and related services supervisors",1
,,HD Foods Inc.  o/a Opa Souvlaki of Greece,"NANAIMO, BC V9T 4T7",0631-Restaurant and food service managers,1
,,Healthland Clinic Ltd.,"NEW WESTMINSTER, BC V3L 5H1",1241-Administrative assistants,1
,,Heart Connection Inc o/a Ramen Danbo,"VANCOUVER, BC V6J 1S4",6311-Food service supervisors,2
,,,,6322-Cooks,1
,,Heart of Asia Restaurant,"Victoria, BC V7P 2P6",6322-Cooks,1
,,Hero Security Company Ltd.,"KELOWNA, BC V1P 1N6",6541-Security guards and related security service occupations,2
,,Hi End Drywall Services Ltd.,"Surrey, BC V3W 1R1",7611-Construction trades helpers and labourers,2
,,Hiko Sushi Ltd.,"ABBOTSFORD, BC V3G 2K8",0631-Restaurant and food service managers,1
,,Hillcrest Farm Market Inc.,"Kelowna, BC V1P 1B5",6322-Cooks,3
,,Hiraku Sushi Ltd. o/a Hiraku Sushi Japanese Restaurant,"Coquitlam, BC V3E 0J5",6311-Food service supervisors,1
,,,,6322-Cooks,2
,,Hi-Snaz Enterprises Ltd o/a Misako Hair Studio,"Richmond, BC V6X 4G4",6341-Hairstylists and barbers,2
,,Hi-tech Acrylic Products Inc.,"RICHMOND, BC V6X 1T4",9615-Labourers in rubber and plastic products manufacturing,2
,,HMD Construction Ltd,"BURNABY, BC V5E 1J3",7611-Construction trades helpers and labourers,1
,,Homan Roofing Ltd,"Langley, BC V3A 3X7",7291-Roofers and shinglers,4
,,Honey Hair & Beauty Salon Ltd.,"SURREY, BC V3V 6J2",6341-Hairstylists and barbers,1
,,Hosea Enterprises Ltd.,"MISSION, BC V2V 1G7",6322-Cooks,1
,,Hot Millions Pizza & Cafe Ltd,"SURREY, BC V3V 4B7",6311-Food service supervisors,1
,,,,6322-Cooks,2
,,Howe Enterprises Inc,"Kelowna, BC V1Y 6N2",6311-Food service supervisors,2
,,Howe Sound Hospitality Incorpoated,"Hope, BC V0X 1L0",6731-Light duty cleaners,1
,,Hull Enterprises Ltd o/a Pizza Hut,"Terrace, BC V8G 1S8",6311-Food service supervisors,4
,,Hummingbird Cove Lifestyles Ltd.,"Powell River, BC V8A 0N1",8613-Aquaculture and marine harvest labourers,5
,,Hyack Sushi Inc.,"NEW WESTMINSTER, BC V3M 3N9",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,Hyun's Restaurant Corp. o/a Kita Sushi,"Burnaby, BC V5C 0A4",6322-Cooks,1
,,IB Enterprises Ltd.o/a Cobs Bread Capilano Mall,"North Vancouver, BC V7P 1S3",6332-Bakers,1
,,Ichiro Japanese Restaurant,"Richmond, BC V7E 3L6",6311-Food service supervisors,1
,,,,6322-Cooks,2
,,ICut Hair & Beauty Salon Ltd.,"Surrey, BC V3W 2P2",6341-Hairstylists and barbers,1
,,Ikon Insulation Ltd,"SURREY, BC V3W 4G4",7611-Construction trades helpers and labourers,1
,,Iloom Enterprise Ltd.,"COURTENAY, BC V9N 2J5",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,Indian Essence Bistro Ltd.,"FORT ST JOHN, BC V1J 3Y6",6311-Food service supervisors,1
,,Indian Masala Restaurants Ltd.,"GARIBALDI HIGHLANDS, BC V0N 1T0",6322-Cooks,2
,,,,6513-Food and beverage servers,2
,,Indianlife Food Corporation,"BURNABY, BC V5C 3W7",6322-Cooks,1
,,Indishpensable Services Ltd.,"VANCOUVER, BC V6B 1G8",6311-Food service supervisors,1
,,Inifinity Langley Ventures Inc.  o/a Montana's 30,"Langley, BC V3A 9J7",6322-Cooks,3
,,Inno Foods Inc.,"Coquitlam, BC V3K 7C2",6322-Cooks,1
,,Invermere Station Pub Ltd,"INVERMERE, BC V0A 1K2",6322-Cooks,2
,,Irene & Ian Food Inc. o/a Yanaki Sushi,"Vancouver, BC V5Z 1A6",6322-Cooks,1
,,Irene's Bakery Ltd.,"VICTORIA, BC V8Z 4E2",6322-Cooks,1
,,Iron Bowl Japanese Fusion,"Port Coquitlam, BC V3C 0G1",6322-Cooks,1
,,Island Kids Academy Esquimalt Ltd.,"VICTORIA, BC V9A 6H7",4214-Early childhood educators and assistants,1
,,J & Y Sohn Enterprises Ltd. o/a Sehmi Japanese Restaurant,"Port Alberni, BC V9Y 8P2",6322-Cooks,1
,,J&K Richard Hair Ltd,"Coquitlam, BC V3B 0G5",6341-Hairstylists and barbers,1
,,"J. SHIN, CPA INC.","Burnaby, BC V3N 4R7",1311-Accounting technicians and bookkeepers,1
,,Jamjar - Folk Lebanese Food Inc.,"RICHMOND, BC V7C 4N1",6322-Cooks,2
,,Japadog Air Inc. o/a Japadog,"Vancouver, BC V5X 3E3",6322-Cooks,1
,,Japan Consulting Corporation o/a Japadog,"Vancouver, BC V5X 3E3",6311-Food service supervisors,2
,,Japanese Village Restaurant,"Victoria, BC V8W 1E1",6322-Cooks,2
,,Jas Auto Repairs Ltd,"Surrey, BC V3W 4M8",7612-Other trades helpers and labourers,1
,,JAS Bread Ltd.  o/a COBS Bread,"North Vancouver, BC V7H 2Y4",6211-Retail sales supervisors,1
,,JAVCE Management Ltd. o/a Patron Tacos & Cantina,"Vancouver, BC V6B 0E7",6322-Cooks,1
,,JB Cafe Sweets & Beans Ltd. o/a Cafe Sweets & Beans,"Burnaby, BC V5H 2E8",6311-Food service supervisors,1
,,Jeju Sushi Japanese Restaurant,"Burnaby, BC V3N 4R7",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,Jema Concepts Inc.,"VANCOUVER, BC V5L 1J5",6311-Food service supervisors,1
,,Jerusalem Grill,"SURREY, BC V3R 0A4",6322-Cooks,2
,,JGJ Foods Ltd.,"SURREY, BC V3T 2W1",6311-Food service supervisors,1
,,Jim Pike Ltd. o/a McDonald's Restaurant,"North Vancouver, BC V7J 2A2",6311-Food service supervisors,3
,,Jinya Ramen Bar,"Burnaby, BC V5R 4J5",6322-Cooks,2
,,Jive Jive Hair & Make-Up Ltd.,"North Vancouver, BC V7M 2E4",6341-Hairstylists and barbers,1
,,JNK Enterprises Ltd. o/a Taco Time,"NORTH SAANICH, BC V8L 5E9",6311-Food service supervisors,2
,,Joe Fortes Seafood & Chop House Ltd.,"Vancouver, BC V6E 3V5",6321-Chefs,1
,,,,6322-Cooks,4
,,JOH Enterprises Ltd,"Surrey, BC V4A 2H9",6322-Cooks,1
,,Jordan Sushi Ltd.,"North Vancouver, BC V7M 2J3",6322-Cooks,2
,,JP Acme Overseas Consultants Ltd.,"SURREY, BC V3W 1J8",1221-Administrative officers,1
,,JTB International Canada Ltd.,"Richmond, BC V6X 3Z7",6521-Travel counsellors,2
,,Jung Im Jeon o/a Gang Nam Style Hair Salon,"RICHMOND, BC V6X 0J8",6341-Hairstylists and barbers,1
,,Junggam Enterprises Ltd.,"LANGLEY, BC V1M 2Y4",6322-Cooks,1
,,Just Delicious Bistro Ltd,"SUMMERLAND, BC V0H 1Z0",6322-Cooks,1
,,JYS Investment Inc.  o/a Dae-ji Restaurant,"Coquitlam, BC V3B 0G2",6321-Chefs,1
,,K & OH Holdings Ltd. o/a Kita No Donburi,"VANCOUVER, BC V6B 3H5",6322-Cooks,1
,,K Jun Canada Consulting Inc.,"COQUITLAM, BC V3K 3V8",1221-Administrative officers,1
,,K&K Sake Enterprises Ltd.  o/a Sakeya Sushi,"PORT MOODY, BC V3H 2C1",6322-Cooks,1
,,K. D. Investments Inc o/a Taco Del Mar,"Prince George, BC V2N 7A1",6311-Food service supervisors,2
,,Kahlon Roofing Ltd.,"SURREY, BC V3W 7W2",7291-Roofers and shinglers,2
,,Kalai's Dosa Hut Inc.,"VANCOUVER, BC V5X 1R7",6322-Cooks,1
,,Kami Grandview Restaurant Ltd.  o/a Kami Japanese Restaurant,"SURREY, BC V3S 9N2",6322-Cooks,3
,,Kami Strawberry Hill Japanese Restaurant Ltd.,"Surrey, BC V3W 2M1",6322-Cooks,2
,,Kamome Restaurant Ltd.,"TSAWWASSEN, BC V4M 0B2",6311-Food service supervisors,1
,,,,6322-Cooks,2
,,Kang & Choi Enterprise Ltd.o/a Gami Sushi,"Richmond, BC V7A 1W6",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,Kang Fresh Foods Ltd.,"Hope, BC V0X 1L0",6311-Food service supervisors,1
,,"Kang, Hyung Jin o/a Kita Japanese Restaurant (KITA SUSHI)","Chilliwack, BC V2R 5V9",6322-Cooks,1
,,Kaptae Katie Lee  o/a Kim Chi Restaurant,"Hope, BC V0X 1L0",6311-Food service supervisors,1
,,Karaca Management o/a Uncle Fatih's Pizza,"Surrey, BC V3T 3K5",6322-Cooks,1
,,Keefer Entertainment Ltd.,"VANCOUVER, BC V6E 4G1",6322-Cooks,1
,,Kelowna Pizza Factory Ltd,"KELOWNA, BC V1X 3S9",6322-Cooks,1
,,Kenkar Enterprises Ltd. o/a McDonald's Restaurant,"Victoria, BC V9B 1H8",6311-Food service supervisors,2
,,Kenzen Sports Karate Ltd,"VICTORIA, BC V8Z 3E8","5254-Program leaders and instructors in recreation, sport and fitness",1
,,KF Construction & Development Ltd.,"Dawson Creek, BC V1G 1Y9",6513-Food and beverage servers,1
,,,,6731-Light duty cleaners,1
,,Khan West Kitchen Inc. o/a Howlers' Family Restaurant,"Ucluelet, BC V0R 3A0",6322-Cooks,1
,,Ki-Isu Japanese Restaurant,"Vancouver, BC V6Z 2R6",6322-Cooks,1
,,Kiki Innovation Group Inc.,"North Vancouver, BC V7G 1A2","6733-Janitors, caretakers and building superintendents",3
,,Kimauro Hospitality Ltd.,"VANCOUVER, BC V5K 2H6",6322-Cooks,1
,,Kimbros153 & Investments Ltd o/a Sushi Umi,"North Vancouver, BC V7M 2K3",6322-Cooks,3
,,Kindermatters Enterprises Inc.,"North Vancouver, BC V7P 1S3",4214-Early childhood educators and assistants,1
,,Kirei Cleaning & Building Maintenance Ltd.,"LANGLEY, BC V2Y 3C1",6315-Cleaning supervisors,1
,,Kitanoya Marketing Corp o/a Guu Izakaya on Davie,"Vancouver, BC V6E 1N4",6322-Cooks,6
,,Kooner Framing Ltd,"SURREY, BC V3R 6X2",7611-Construction trades helpers and labourers,1
,,Kosoo Restaurant Ltd. o/a Kosoo Restaurant,"Vancouver, BC V6G 2G5",6311-Food service supervisors,1
,,,,6321-Chefs,1
,,,,6322-Cooks,1
,,Kotoge Holdings Ltd,"Vancouver, BC V5Z 2W2",6322-Cooks,1
,,Krawchuk Enterprises Inc.,"Nanaimo, BC V9T 1M4",6311-Food service supervisors,8
,,Krishmohan Holdings Ltd o/a New York Fries,"VICTORIA, BC V8N 5B8",6311-Food service supervisors,1
,,KSG Painting Ltd.,"Surrey, BC V3W 1P7",7294-Painters and decorators (except interior decorators),2
,,KT Korean Restaurant Ltd. o/a Korean BBQ Grill,"Kamloops, BC V2E 2J7",6311-Food service supervisors,1
,,KTL Transport Inc,"Richmond, BC V6W 0A2",1241-Administrative assistants,1
,,Kuddles Early Infant Stimulation Centre Ltd.,"North Vancouver, BC V7R 4H8",4214-Early childhood educators and assistants,1
,,Kwantlen Pizza Ltd.,"SURREY, BC V3W 2M6",6322-Cooks,1
,,L.A. Sushi Fusion Restaurant,"Mission, BC V2V 1G4",6322-Cooks,1
,,La Belle Christine's Hair Ltd.  o/a La Belle,"Burnaby, BC V3J 1N3",6341-Hairstylists and barbers,1
,,La Casa Ouzeria Restaurant (1999) Ltd,"Penticton, BC V2A 5E5",0631-Restaurant and food service managers,1
,,La Casita del Marino Mexican Restaurants Ltd. o/a La Casita Gastown,"Vancouver, BC V6B 1E1",6322-Cooks,1
,,La Taqueria Taco Shop Ltd.,"Vancouver, BC V6B 1K6",6311-Food service supervisors,1
,,Lanna Chiangmai Restaurant Ltd,"BURNABY, BC V5C 2J5",6322-Cooks,1
,,Lapis Investments Ltd. o/a Best Western Chateau FSJ,"FORT ST. JOHN, BC V1J 7G4","6313-Accommodation, travel, tourism and related services supervisors",1
,,Las Margaritas Restaurant 4th Ave Ltd.,"Vancouver, BC V6J 1M7",6322-Cooks,1
,,Lazzez's Grill Ltd,"COQUITLAM, BC V3B 1B9",6322-Cooks,2
,,Lee & Park Whistler Vacation Rentals Ltd.,"Whistler, BC V0N 1B0",6315-Cleaning supervisors,1
,,Lee & Seo Holdings Ltd. o/a Nordel Sushi,"Surrey, BC V3W 1P6",6311-Food service supervisors,1
,,Lee Wing Co. Ltd,"BURNABY, BC V5H 4P1",6322-Cooks,1
,,Lee's Korean Food Restaurant Ltd.  o/a Hee Rae Deung Korean Restaurant,"Coquitlam, BC V3K 3V9",0631-Restaurant and food service managers,1
,,Linked Investments Ltd. o/a Darby's Pub,"VANCOUVER, BC V6K 3Y2",6322-Cooks,3
,,Little Dino Enterprises Ltd. o/a Dunn's Famous Restaurant,"Vancouver, BC V6B 3L4",6322-Cooks,1
,,Little Dreamers Childcare LTD.,"Abbotsford, BC V2T 5Y3",4214-Early childhood educators and assistants,1
,,Little Munchkin Daycare Ltd.,"VANCOUVER, BC V6P 1L1",4214-Early childhood educators and assistants,5
,,Little Wonders Montessori Childcare and Preschool Ltd.,"ABBOTSFORD, BC V2S 3Y2",4214-Early childhood educators and assistants,1
,,Logos Holdings Ltd. o/a Samsonite Canada Greetings,"Vancouver, BC V6E 1C1",6211-Retail sales supervisors,1
,,Lola Missy Philippine Cuisine o/a Herbs & Spices Cafe,"VANCOUVER, BC V6C 3L2",6311-Food service supervisors,2
,,,,6322-Cooks,3
,,Longtail Kitchen Inc.,"New Westminster, BC V3M 6B9",6322-Cooks,1
,,Lotus Desert Enterprises Ltd,"Surrey, BC V3W 1R1",6322-Cooks,1
,,Lotus Terminals Ltd,"SURREY, BC V3S 8E5","6733-Janitors, caretakers and building superintendents",1
,,Love Meats Ltd. o/a Fraserview Meats,"SURREY, BC V3W 5A5","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,Lucy's Eastside Diner Corporation,"Vancouver, BC V6T 1J7","6711-Food counter attendants, kitchen helpers and related support occupations",3
,,Luke Bros. International Trading Ltd. o/a Uncle's Meat Factory,"Burnaby, BC V5E 2P8","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,Luxor Hair Salon Ltd dba Luxor Hair Salon,"Vancouver, BC V6M 1Z6",6341-Hairstylists and barbers,2
,,Lyn-Mar Holdings Ltd o/a Panago,"Langley, BC V3A 3N4",6322-Cooks,1
,,Lytton AG Market,"Lytton, BC V0K 1Z0",6211-Retail sales supervisors,1
,,MA Roofing Ltd.,"SURREY, BC V3W 9J5",7291-Roofers and shinglers,2
,,MADE IN INDIA RESTAURANT INC. o/a Made in India,"Kelowna, BC V1X 8A9",6322-Cooks,2
,,"Madina Halal Restaurant, Pizza, & Sweets Ltd","SURREY, BC V3V 4B9",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,Main Bodega Inc.  o/a Bodega on Main,"Vancouver, BC V6A 2W1",6322-Cooks,1
,,Mal Li Jang Sung Restaurant Ltd.,"Surrey, BC V3T 2B3",6322-Cooks,1
,,Manna Sushi Japanese Restaurant,"Vancouver, BC V5T 1B1",6311-Food service supervisors,1
,,Maple Fun Tours Ltd.,"Vancouver, BC V6B 3M1","6313-Accommodation, travel, tourism and related services supervisors",1
,,Maple Greenline Landscaping Ltd,"RICHMOND, BC V6X 1J4",8612-Landscaping and grounds maintenance labourers,1
,,Maple Grill,"Vancouver, BC V6J 1Z3",6322-Cooks,1
,,Maple Pizza and Grace Market Ltd,"SURREY, BC V3V 1C8",6211-Retail sales supervisors,1
,,,,6311-Food service supervisors,1
,,Martini's Restaurant Ltd.,"VANCOUVER, BC V5Y 1P4",6322-Cooks,1
,,Marutama Food Services Ltd,"Vancouver, BC V6G 2J6",6311-Food service supervisors,1
,,,,6322-Cooks,2
,,Marval Properties Ltd.  o/a Houston Subway,"Fraser Lake, BC V0J 1S0",6311-Food service supervisors,1
,,Maxim's Bakery Ltd,"Vancouver, BC V5N 4E9",6332-Bakers,4
,,"McNeill, Lalonde & Associates Inc.","Vancouver, BC V6B 2W5",1241-Administrative assistants,1
,,McT&T Foods Ltd.,"KELOWNA, BC V1X 5B4",6311-Food service supervisors,14
,,MD Japanese Restaurant Ltd. o/a Maguro Sushi,"Delta, BC V4K 1W4",6322-Cooks,1
,,Meadow Sushi Japanese Restaurant Ltd.,"Pitt Meadows, BC V3Y 2E9",6322-Cooks,1
,,Menya Enterprises Ltd.o/a Yah-Yah-Ya Ramen,"RICHMOND, BC V6X 4B6",6311-Food service supervisors,1
,,Merlin Plastics Supply Inc.,"Delta, BC V3M 5R6",6315-Cleaning supervisors,1
,,Metropolis Chicken Foods Inc. o/a Kentucky Fried Chicken,"Surrey, BC V3S 1C7",6311-Food service supervisors,1
,,Metropolis Holdings (2012) Ltd.,"Surrey, BC V4P 2J4",6731-Light duty cleaners,3
,,Mexpro Kitchens Inc. o/a La Taqueria Pinche Taco Shop,"North Vancouver, BC V7P 1B2",6322-Cooks,1
,,Midpoint Pizza Ltd. o/a Pizza Garden,"Vancouver, BC V5T 3G6",6311-Food service supervisors,1
,,Miku Restaurant Vancouver Ltd. o/a The Gyoza Bar,"VANCOUVER, BC V6C 1S4",6322-Cooks,2
,,Milano Coffee Ltd.,"Vancouver, BC V5Y 1N2",6311-Food service supervisors,1
,,Milestone's Grill & Bar,"Abbotsford, BC V2T 0C5",6311-Food service supervisors,2
,,,,6322-Cooks,3
,,Mills Veterinary Services Inc.,"ARMSTRONG, BC V0E 1B5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Millstream Flour Mills (1991) Corporation,"Delta, BC V4G 1E4",1241-Administrative assistants,1
,,,,6211-Retail sales supervisors,1
,,Milsoh Foodattic Ltd.,"VANCOUVER, BC V6B 1G8",6322-Cooks,2
,,Mirch Masala Restaurant Inc,"Delta, BC V4C 6S3",6513-Food and beverage servers,1
,,MJGH Enterprises Ltd.,"VANCOUVER, BC V6P 5A1","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,Momiji Japanese Cuisine,"North Vancovuer, BC V7G 1C3",6322-Cooks,1
,,Momo Sushi Japanese Restaurant,"Kelowna, BC V1Y 6N6",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,Momo Sushi Mission Kelowna Ltd.,"KELOWNA, BC V1Y 1W3",6311-Food service supervisors,1
,,,,6321-Chefs,1
,,Momoya Sushi Inc. o/a Momo Sushi,"Vancouver, BC V6E 1C1",6322-Cooks,2
,,Morak Restaurant Ltd. o/a Morak Korean Restaurant,"Burnaby, BC V5H 4T5",6321-Chefs,1
,,Mother of All Desserts Ltd. o/a Bruncheria Cafe,"RICHMOND, BC V6V 2X6",6311-Food service supervisors,1
,,Mr. India Meats & Restaurant Ltd,"ABBOTSFORD, BC V2T 1V6",6311-Food service supervisors,1
,,Mr. Sushi Lonsdale Inc. o/a Mr. Sushi Japanese Restaurant,"NORTH VANCOUVER, BC V7M 2E7",6311-Food service supervisors,2
,,,,6322-Cooks,2
,,Mubarak Restaurant Ltd o/a Subway Restaurant,"BURNABY, BC V5B 1S2",6311-Food service supervisors,1
,,My-Chosen Cafe Ltd,"Victoria, BC V9C 3Z3",6322-Cooks,3
,,Myrtia Foods Inc.O/A Sfinaki Greek Taverna,"BURNABY, BC V5C 2J1",6322-Cooks,1
,,N.Y.W. Enterprises Inc.,"PORT COQUITLAM, BC V3B 0N7",6311-Food service supervisors,1
,,,,"6711-Food counter attendants, kitchen helpers and related support occupations",2
,,Nagomi Project Ltd. o/a Shizenya on Denman,"VANCOUVER, BC V6G 2M7",6322-Cooks,1
,,Nana's Kitchen & Hot Sauces Ltd,"Surrey, BC V3W 7X4",6322-Cooks,1
,,Navash Development Inc. o/a Chevron Town Pantry and Triple O's,"Vancouver, BC V5M 2B8",6311-Food service supervisors,1
,,Navipoint Garage Doors Ltd,"Surrey, BC V3R 1G6",7441-Residential and commercial installers and servicers,2
,,Neha Developments Ltd. o/a Subway,"Vancouver, BC V5P 2W9",6311-Food service supervisors,1
,,New Age Cleaning Ltd.,"SURREY, BC V3T 1K7",6315-Cleaning supervisors,2
,,New Bahia Sweet Shop & Restaurant Ltd.,"Vancouver, BC V5W 2Z5",6322-Cooks,1
,,,,"6711-Food counter attendants, kitchen helpers and related support occupations",1
,,New Beginnings Early Learning (Richmond) Ltd. o/a Rothewood Academy - Richmond,"RICHMOND, BC V6X 2A4",4214-Early childhood educators and assistants,2
,,New Generations Early Learning Center Ltd.,"ABBOTSFORD, BC V2S 8K4",4214-Early childhood educators and assistants,1
,,NEW STAR FOODS INC,"COQUITLAM, BC V3B 1B9",6322-Cooks,1
