"List of employers who were issued a negative Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and business location in 2017 (January-June)",,,,,
Province/Territory,Stream,Employer,Address,Occupations under NOC 2011,Requested Positions
,,Dynamic Concrete Pumping Inc.,"Calgary, AB T2C 3E1",7521-Heavy equipment operators (except crane),6
,,Ekta Cheba Professional Corporation,"Blackfalds, AB T0M 0J0",3411-Dental assistants,1
,,Engel Home Renovations Ltd.,"Edmonton, AB T6W 0R5",7294-Painters and decorators (except interior decorators),1
,,Fluent Home Ltd,"Edmonton, AB T6E 4B9",0621-Retail and wholesale trade managers,4
,,Forex Alliance Cargo Forwarder,"Calgary, AB T2G 1X6","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Gateway Group Enterprise Inc.,"Edmonton, AB T5E 5Z1",7282-Concrete finishers,1
,,Gefest Industrial Ltd,"Okotoks, AB T1S 0J8",7293-Insulators,1
,,Goldray Industries Ltd,"Calgary, AB T2C 4N7",6221-Technical sales specialists - wholesale trade,1
,,Homes By Vikas Inc.,"Edmonton, AB T6T 1V9",1221-Administrative officers,1
,,In-Houze Productions Inc,"Calgary, AB T2Z 4S8",5225-Audio and video recording technicians,1
,,J & A 5 Eavestrough Ltd.,"Brooks, AB T1R 1B6","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,Jeong Taekwondo Inc.,"Calgary, AB T2L 1V9","0513-Recreation, sports and fitness program and service directors",1
,,K. Sideri Professional Corporation,"Edmonton, AB T6G 1C3",1243-Medical administrative assistants,1
,,King's Kids Promotions Outreach Ministries Inc.,"Fort McMurray, AB T9H 3G5","4167-Recreation, sports and fitness policy researchers, consultants and program officers",1
,,Kings Way Transportation Inc.,"Calgary, AB T3S 0A2",7511-Transport truck drivers,1
,,Lobo Ceramic Tile Ltd.,"Edmonton, AB T6R 2P6",7283-Tilesetters,2
,,Manhattan Corporation,"Edmonton, AB T5E 0A8",7282-Concrete finishers,2
,,Max Fuel Distributors Ltd.,"Slave Lake, AB T0G 2A1",0621-Retail and wholesale trade managers,1
,,Metegrity Inc.,"Edmonton, AB T6B 0A7",2174-Computer programmers and interactive media developers,1
,,Northen Lights Granite Ltd.,"St. Albert, AB T8N 5L2","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,Northland Forest Products Ltd,"Fort McMurray, AB T9H 3G4",9431-Sawmill machine operators,4
,,Opulence by Design Inc,"Edmonton, AB T5V 0B4",0711-Construction managers,1
,,People's Trucking Ltd,"Nisku, AB T9E 8T3",1525-Dispatchers,1
,,Prab Transport Ltd,"Sherwood Park, AB T8H 0M9",7511-Transport truck drivers,2
,,Precision Trenching Inc.,"Acheson, AB T7X 5A4",7611-Construction trades helpers and labourers,4
,,Raikot Logistics Ltd,"Edmonton, AB T6R 0E1",7511-Transport truck drivers,1
,,Raja Trucking Ltd.,"Edmonton, AB T6T 1N4",7511-Transport truck drivers,1
,,"Ranch Docs Veterinary Services, Inc.","Lethbridge, AB T1K 6Z8",3114-Veterinarians,1
,,Rania One Transport Ltd.,"Edmonton, AB T6T 1X5",7511-Transport truck drivers,2
,,Regency Innovations Inc.,"Edmonton, AB T6E 5H7",1221-Administrative officers,1
,,Royal Delivery Services Ltd,"Edmonton, AB T6B 0A7","7302-Contractors and supervisors, heavy equipment operator crews",1
,,SarPoint Engineering Ltd.,"Calgary, AB T2E 6M7",2254-Land survey technologists and technicians,1
,,Saunders Landscaping & Renovations Ltd,"Rocky View, AB T1X 0M8",2225-Landscape and horticulture technicians and specialists,8
,,Scott Ambler + Associates Inc,"Calgary, AB T3A 5S2",1122-Professional occupations in business management consulting,1
,,Sodey Trucking LTD,"Sherwood Park, AB T8A 4C8",0731-Managers in transportation,1
,,Solar Wholesaler Ltd,"Calgary, AB T2E 7C8","0124-Advertising, marketing and public relations managers",1
,,T.F Evans Professional Dental Corporation,"Bragg Creek, AB T0L 0K0",1243-Medical administrative assistants,1
,,The Tilesetter Company,"Edmonton, AB T6C 2Y4","7284-Plasterers, drywall installers and finishers and lathers",1
,,Total Maintenance Services Inc.,"Edmonton, AB T6R 1V5",7335-Other small engine and small equipment repairers,1
,,VetEmerg-North Edmonton Emergency Vet Hospital INC.,"Edmonton, AB T5E 4C2",0114-Other administrative services managers,1
,,Vicky's Before and After School Care,"Edmonton, AB T5S 0B6",4214-Early childhood educators and assistants,1
,,Victory Interior Systems Inc.,"Sherwood Park, AB T8A 4T1","7284-Plasterers, drywall installers and finishers and lathers",1
,,Wetaskiwin Aerial Applicators Ltd.,"Wetaskiwin, AB T9A 2E8","2271-Air pilots, flight engineers and flying instructors",1
,,Whissell Rock Products Ltd.,"Edmonton, AB T5M 3T9",7452-Material handlers,2
,,Yoyo School of Dancing Inc.,"Edmonton, AB T6W 2Z8",5134-Dancers,1
,,Z & Y Contracting Ltd,"Calgary, AB T2A 3H1",2225-Landscape and horticulture technicians and specialists,1
,,Zen Living Ltd,"Calgary, AB T2C 1Z5","9224-Supervisors, furniture and fixtures manufacturing",1
,   Low Wage,1008445 Alberta Ltd,"Edmonton, AB T5V 0A2",6315-Cleaning supervisors,1
,,1019423 Alberta Ltd o/a Onsite Storage,"Edmonton, AB T8G 0E4",6211-Retail sales supervisors,1
,,1020690 Alberta Ltd,"Edmonton, AB T5T 2K4",6311-Food service supervisors,1
,,1025480 Alberta Ltd o/a Los Mariachis Mexican Restaurant,"Calgary, AB T2H 0L9",6322-Cooks,1
,,105949 Holdings Ltd,"Calgary, AB T2R 1B8",6316-Other services supervisors,1
,,1060206 Alberta Ltd,"Calgary, AB T2E 1K3",6321-Chefs,1
,,1071598 Alberta Inc,"Edmonton, AB T6E 5T5",6322-Cooks,1
,,1108495 Alberta Ltd.,"Airdrie, AB T4B 1R9",6322-Cooks,1
,,1139897 Alberta Ltd,"Edmonton, AB T6H 2E3",6311-Food service supervisors,2
,,1142839 Alberta Ltd,"Edmonton, AB T6E 3P1",0621-Retail and wholesale trade managers,1
,,1148579 Alberta Ltd. o/a New York Fries,"Edmonton, AB T5Y 3A6",6322-Cooks,2
,,1171187 Alberta Ltd,"Fox Creek, AB T0H 1P0",6315-Cleaning supervisors,1
,,1171649 Alberta Ltd.,"Lethbridge, AB T1K 8C9",6311-Food service supervisors,3
,,1172679 Alberta Ltd,"Edmonton, AB T6H 0K5",6322-Cooks,1
,,1298045 Alberta Ltd.,"Grande Prairie, AB T8V 2L3","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,1310115 Alberta Ltd,"Edmonton, AB T6T 0C9",1241-Administrative assistants,1
,,1315270 Alberta Ltd.,"Edmonton, AB T6G 0X1",6332-Bakers,2
,,1327321 Alberta Ltd,"Banff, AB T1L 1B1",6322-Cooks,2
,,1362597 Alberta Inc o/a Domino's Pizza,"Calgary, AB T3H 0N9",0631-Restaurant and food service managers,1
,,1376712 Alberta Ltd,"Okotoks, AB T1S 0B8",6211-Retail sales supervisors,1
,,1389588 Alberta Ltd.,"Edmonton, AB T5L 3C2",6211-Retail sales supervisors,1
,,1409084 Alberta Ltd,"Edmonton, AB T6E 3Y9",6311-Food service supervisors,1
,,1410489 Alberta Ltd,"Edmonton, AB T5H 0N8",6332-Bakers,1
,,1440270 Alberta Ltd.,"Calgary, AB T2A 0R6",1221-Administrative officers,1
,,1465248 Alberta Ltd.,"Calgary, AB T2W 1G8",6211-Retail sales supervisors,1
,,1483603 Alberta Ltd,"Edmonton, AB T5E 2T7",6311-Food service supervisors,1
,,1485521 Alberta Ltd,"Calgary, AB T3H 5J2",6211-Retail sales supervisors,1
,,1491761 Alberta Ltd.,"Calgary, AB T3K 5Z7",6211-Retail sales supervisors,1
,,1495684 Alberta Inc.,"Edmonton, AB T6X 0A6",6332-Bakers,1
,,1503974 Alberta Ltd,"St. Albert, AB T8N 5A3",6211-Retail sales supervisors,1
,,1505070 Alberta Ltd,"Hinton, AB T7V 2A2",6211-Retail sales supervisors,1
,,1510655 Alberta Ltd,"Edmonton, AB T5T 2B4",6311-Food service supervisors,1
,,1515620 Alberta Ltd o/a Villa Madina,"Calgary, AB T3J 1T3",6311-Food service supervisors,1
,,1528319 Alberta Ltd,"Edmonton, AB T6X 1Z6","5254-Program leaders and instructors in recreation, sport and fitness",1
,,1537535 Alberta Ltd.,"Spruce Grove, AB T7X 4B8",6311-Food service supervisors,1
,,1552093 Alberta Ltd,"Calgary, AB T3K 3M8",6321-Chefs,1
,,1552944 Alberta Ltd,"Red Deer, AB T4R 2K1",6311-Food service supervisors,1
,,1598452 Alberta Ltd,"Edmonton, AB T6R 0J3",6311-Food service supervisors,2
,,1598530 Alberta Ltd,"Edmonton, AB T5M 3Z2",6211-Retail sales supervisors,1
,,1605809 Alberta Ltd,"Edmonton, AB T5S 1J9",6322-Cooks,1
,,1609203 Alberta Ltd o/a Strathmore Petro Canada,"Strathmore, AB T1P 1W8",6211-Retail sales supervisors,1
,,1609673 Alberta Ltd.,"Medicine Hat, AB T1A 1Z8",6322-Cooks,1
,,1613403 Alberta Ltd.,"De Winton, AB T0L 0X0",6321-Chefs,1
,,1615015 Alberta Ltd,"Whitecourt, AB T7S 1V3",6311-Food service supervisors,1
,,1627889 Alberta Ltd.,"Edmonton, AB T5J 1M7",6311-Food service supervisors,1
,,1630500 Alberta Ltd,"Camrose, AB T4V 4T1","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,1631616 Alberta Inc.,"Calgary, AB T3K 6J6",6341-Hairstylists and barbers,2
,,1631744 Alberta Ltd,"Airdrie, AB T4A 0C4",6322-Cooks,1
,,1632810 Alberta Ltd,"Calgary, AB T2Z 3T7",6211-Retail sales supervisors,1
,,1640273 Alberta Ltd.,"Taber, AB T1G 2A7",6322-Cooks,1
,,1645278 Alberta Ltd,"Edmonton, AB T5Y 0B9",0631-Restaurant and food service managers,1
,,1657628 Alberta Ltd,"Edmonton, AB T6E 1Z9",0631-Restaurant and food service managers,1
,,1684107 Alberta Ltd.,"Breton, AB T0C 0P0",0632-Accommodation service managers,1
,,1691012 Alberta Inc,"Calgary, AB T3K 4N5",6322-Cooks,2
,,1691038 Alberta Ltd.,"Edmonton, AB T6T 0A6",7611-Construction trades helpers and labourers,1
,,1724220 Alberta Ltd.,"Edmonton, AB T6J 5H2",6525-Hotel front desk clerks,1
,,1757909 Alberta Ltd.,"Raymond, AB T0K 2S0",6211-Retail sales supervisors,1
,,1760221 Alberta Ltd,"Clairmont, AB T0H 0W0",6322-Cooks,1
,,1771007 Alberta Ltd.,"Edmonton, AB T6E 2A4",6332-Bakers,1
,,1803984 Alberta Ltd.,"Grande Prairie, AB T8V 3Y2",6311-Food service supervisors,1
,,1806838 Alberta Ltd. o/a Mongolia Express Ltd,"Edmonton, AB T6E 6T2",6311-Food service supervisors,1
,,1810158 Alberta Ltd.,"Calgary, AB T3R 0A1",0631-Restaurant and food service managers,1
,,1816858 Alberta Ltd. o/a Second Cup,"Edmonton, AB T5G 3A6",6311-Food service supervisors,1
,,1817542 Alberta ltd.,"Leduc, AB T9E 0J6",6311-Food service supervisors,2
,,1822711 Alberta Ltd,"Rocky Mountain House, AB T4T 0B1",0631-Restaurant and food service managers,1
,,1833360 Alberta Ltd.,"Whitecourt, AB T7S 0C3",6322-Cooks,1
,,1851612 Alberta Ltd,"Hanna, AB T0J 1P0",6311-Food service supervisors,1
,,1856536 AB Ltd,"Grande Prairie, AB T8W 0G9","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,1856551 Alberta Ltd.,"Edmonton, AB T6J 7B9",6322-Cooks,1
,,1888695 Alberta Ltd. O/A,"Edmonton, AB T5Y 3A6","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,1891841 Alberta Ltd.,"Edmonton, AB T5P 4Y2",6211-Retail sales supervisors,1
,,1895584 Alberta Ltd.,"Raymond, AB T0K 2S0",6316-Other services supervisors,1
,,1902009 Alberta Ltd,"Redwater, AB T0A 2W0","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,1903560 Alberta Ltd.,"Calgary, AB T2V 0C2",6311-Food service supervisors,1
,,1904969 Alberta Ltd.,"Red Deer, AB T4N 1V1",6322-Cooks,1
,,1907398 Alberta Ltd.,"Two Hills, AB T0B 4K0",6211-Retail sales supervisors,1
,,1907476 Alberta Ltd.,"Edmonton, AB T6X 0W6",6322-Cooks,1
,,1908327 Alberta Ltd,"Grassland, AB T0A 1V0",6311-Food service supervisors,1
,,1909410 Alberta Ltd,"Red Deer, AB T4P 1A8",6211-Retail sales supervisors,1
,,1910014 Alberta Ltd.,"Calgary, AB T3J 5H2",6315-Cleaning supervisors,1
,,1914405 Alberta Ltd,"Edmonton, AB T6J 6V1",6311-Food service supervisors,1
,,1918644 Alberta Ltd.,"Wainwright, AB T9W 1B3",6322-Cooks,2
,,1920737 Alberta Ltd,"Drayton Valley, AB T7A 1M4",6322-Cooks,1
,,1954347 Alberta Ltd.,"Rocky Mountain House, AB T4T 1A6","6733-Janitors, caretakers and building superintendents",1
,,1956772 AB Ltd.,"Calgary, AB T3J 3K9",6322-Cooks,2
,,1959670 Alberta Ltd.,"Calgary, AB T2L 1V9",0631-Restaurant and food service managers,1
,,1979001 Alberta Ltd.,"Calgary, AB T2N 1N4",0631-Restaurant and food service managers,1
,,1979623 Alberta Inc.,"Edmonton, AB T6X 0G6",4214-Early childhood educators and assistants,1
,,266686 Alberta Ltd,"Gleichen, AB T0J 1N0",6322-Cooks,1
,,324007 Alberta Ltd.,"Edmonton, AB T5L 4W1",8431-General farm workers,1
,,393178 Alberta Ltd.,"Edmonton, AB T5G 3A6","6313-Accommodation, travel, tourism and related services supervisors",1
,,394045 Alberta Ltd,"Edmonton, AB T5C 1R9","9617-Labourers in food, beverage and associated products processing",7
,,3BT's Investments Ltd.,"High Level, AB T0H 1Z0",6311-Food service supervisors,6
,,3J's Cleaning Company Inc.,"Calgary, AB T2E 1Y8",6315-Cleaning supervisors,1
,,,,6731-Light duty cleaners,1
,,417048 Alberta Ltd,"Calgary, AB T2J 4C4",6311-Food service supervisors,3
,,557466 Alberta Ltd.,"Calgary, AB T2E 0C5",6322-Cooks,1
,,608220 Alberta Ltd,"Sherwood Park, AB T8H 1X1",6311-Food service supervisors,1
,,612645 Alberta Ltd,"Edmonton, AB T5T 6J6","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",2
,,615877 AB Ltd,"Fort Macleod, AB T0L 0Z0","6622-Store shelf stockers, clerks and order fillers",1
,,681909 Alberta Ltd,"Lloydminster, AB T9V 0A7",6341-Hairstylists and barbers,1
,,690900 Alberta Ltd,"Edmonton, AB T6E 5X8",6521-Travel counsellors,2
,,698976 Alberta Ltd / Mac's Convenience Store,"Calgary, AB T3L 2H4",6211-Retail sales supervisors,1
,,789556 Alberta Ltd o/a Allegro Italian Kitchen,"Edmonton, AB T5J 3S8",6311-Food service supervisors,1
,,7-Eleven Canada Inc.,"Calgary, AB T2Y 1W1",6211-Retail sales supervisors,1
,,840600 AB Ltd.,"Edmonton, AB T6E 5T5",6311-Food service supervisors,1
,,,,6322-Cooks,4
,,856667 Alberta Ltd,"Edmonton, AB T5N 3P5",6322-Cooks,1
,,880264 Alberta Ltd,"Oyen, AB T0J 2J0",6211-Retail sales supervisors,1
,,957000 Alberta Ltd.,"Edmonton, AB T6L 5Z8",6211-Retail sales supervisors,1
,,A.K. Traders Ltd.,"Calgary, AB T3J 5H3",5241-Graphic designers and illustrators,1
,,Aapar Enterprises Ltd.,"Edson, AB T7E 1C3",6611-Cashiers,1
,,Abba 96 Inc,"Sturgeon County, AB T8T 0C3","7284-Plasterers, drywall installers and finishers and lathers",3
,,ABM College of Business & Technology,"Calgary, AB T1Y 6B6",1223-Human resources and recruitment officers,1
,,Abyssinia Restaurant & Bar Ltd.,"Edmonton, AB T5H 2E3",6322-Cooks,1
,,AGP Food Inc.,"Grande Prairie, AB T8V 0N2",6311-Food service supervisors,2
,,Ajay-Amit Food Enterprises Inc,"Edmonton, AB T5T 4M2","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,Albera Inn Wetaskiwin Ltd.,"Wetaskiwin, AB T9A 1V8","6313-Accommodation, travel, tourism and related services supervisors",1
,,Alberta AdaptAbilities Association,"Edmonton, AB T6G 0H3",4212-Social and community service workers,1
,,Alex Holdings Ltd.,"Jasper, AB T0E 1E0",6322-Cooks,1
,,Alvarez & Garcia Services Ltd.,"Calgary, AB T2H 2C2","7284-Plasterers, drywall installers and finishers and lathers",1
,,Anand Tire & Truck Repair Services Ltd,"Calgary, AB T3J 0K2",1221-Administrative officers,1
,,Anatolia Turkish Food Import Export Ltd,"Calgary, AB T2G 1R7",6322-Cooks,1
,,,,6332-Bakers,1
,,Antique Stucco Ltd,"Calgary, AB T3J 4Y7","7284-Plasterers, drywall installers and finishers and lathers",3
,,Arjuna Enterprises Ltd.,"Edmonton, AB T6T 0L5",6211-Retail sales supervisors,1
,,Art Custom Homes Inc.,"Edmonton, AB T6W 0Y2",6315-Cleaning supervisors,1
,,ASA Gomez Ltd,"Airdrie, AB T4A 0L7",6332-Bakers,1
,,Assured Eavestroughing,"Calgary, AB T3P 0G7",7441-Residential and commercial installers and servicers,1
,,Atefeh Creations Incorporated o/a Febeli,"Calgary, AB T3K 1S2","6344-Jewellers, jewellery and watch repairers and related occupations",1
,,Athabasca Valley Hotel Enterprises Inc.,"Hinton, AB T7V 2A5",6312-Executive housekeepers,2
,,AUM Hotel Group Inc.,"Sherwood Park, AB T8H 2G4",6731-Light duty cleaners,2
,,Ayam Ltd.,"Calgary, AB T3K 5H2",6311-Food service supervisors,1
,,B&A Bakery,"Edmonton, AB T5E 2T2",6332-Bakers,1
,,Billy's Holdings Ltd.,"Edmonton, AB T6A 3X5",6421-Retail salespersons,3
,,Blackfalds Holdings Inc,"Blackfalds, AB T0M 0J0",6322-Cooks,1
,,Blue Crush Services Inc.,"Calgary, AB T3J 3T8",7511-Transport truck drivers,1
,,Brothers Cleaning,"Calgary, AB T3H 3K5",6315-Cleaning supervisors,1
,,,,6732-Specialized cleaners,1
,,Byblos Bakery Ltd.,"Calgary, AB T2E 8J8","9617-Labourers in food, beverage and associated products processing",2
,,CA Granite Inc.,"Edmonton, AB T6E 0G2","9414-Concrete, clay and stone forming operators",2
,,Calgary Elite Roofing Inc,"Calgary, AB T2Z 4M1",7291-Roofers and shinglers,1
,,Cedar Sweets Ltd,"Edmonton, AB T5E 1J8",6332-Bakers,1
,,CG General Services,"Grande Prairie, AB T8W 2W1",6315-Cleaning supervisors,1
,,Charge On International Inc,"Edmonton, AB T6V 1R3",6315-Cleaning supervisors,1
,,Chateau Beirut Ltd,"Edmonton, AB T5Z 3P5",6322-Cooks,1
,,Chief Medical Supplies Ltd.,"Calgary, AB T2E 6J7",9422-Plastics processing machine operators,1
,,Christopher and Jelena Reich Bakeries Ltd,"Edmonton, AB T6W 2P3",6211-Retail sales supervisors,1
,,Clover Leaf Stables Equestrian Centre Inc.,"Sherwood Park, AB T8B 1K7",8431-General farm workers,2
,,Cochrane Bottle Depot Ltd,"Calgary, AB T3J 1A6",6211-Retail sales supervisors,1
,,Communications Cold Lake Inc,"Cold Lake, AB T9M 1R6",7246-Telecommunications installation and repair workers,1
,,Contain Enviro Services Ltd,"Grande Prairie, AB T8X 1S8",9615-Labourers in rubber and plastic products manufacturing,1
,,Corridor Communications Inc,"Calgary, AB T2E 7H8",6221-Technical sales specialists - wholesale trade,1
,,Coverall Uniform Linen & Mats Ltd.,"Fort McMurray, AB T9K 0T4",7514-Delivery and courier service drivers,5
,,Crisp Investments Inc,"Red Deer, AB T4R 2M2",6311-Food service supervisors,1
,,Crunchy House Ltd,"Calgary, AB T3G 2P6",6311-Food service supervisors,1
,,Dae Young Alberta Enterprise Ltd.,"Lethbridge, AB T1K 2R1",6211-Retail sales supervisors,1
,,De Thai Ltd,"Calgary, AB T2T 1Z9",6311-Food service supervisors,1
,,Deblanc Cleaning Services Ltd.,"Grande Prairie, AB T8X 0K2",6315-Cleaning supervisors,1
,,Delton Daycare Ltd,"Edmonton, AB T5B 3W4",4214-Early childhood educators and assistants,2
,,Design Rezolution Ltd.,"Edmonton, AB T5K 1S8","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Dirtbelly Market Mall Inc,"Calgary, AB T3G 6A3",6311-Food service supervisors,1
,,DMD Foods Inc,"LACOMBE, AB T4L 2G5",6311-Food service supervisors,1
,,Domain Properties Inc,"Plamondon, AB T0A 2T0",7272-Cabinetmakers,2
,,Ebisu Banff Ltd,"Banff, AB T1L 1E2",6322-Cooks,2
,,Elms Weeping Tile Ltd,"Acheson, AB T7X 5A7",7611-Construction trades helpers and labourers,2
,,Enviro Tread Inc.,"Calgary, AB T2G 3S3",9423-Rubber processing machine operators and related workers,3
,,Eskimo Auto Repair Ltd,"Edmonton, AB T5A 0B9",7612-Other trades helpers and labourers,2
,,EVI Holdings Inc.,"Edmonton, AB T6R 3A2",2225-Landscape and horticulture technicians and specialists,1
,,F.G. Cares Cleaning Services Ltd.,"Banff, AB T1L 1C9",6731-Light duty cleaners,4
,,Fiddler's Green Landscaping Inc.,"Calgary, AB T2B 3N8","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",2
,,Gateway Junction Gas Ltd,"Consort, AB T0C 1B0","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,Ghost Town Tattoo Inc.,"Okotoks, AB T1S 1B4","6562-Estheticians, electrologists and related occupations",1
,,Gill Pharmacy Services Ltd.,"Calgary, AB T2S 2T4",3414-Other assisting occupations in support of health services,1
,,Glenora Child Care Society,"Edmonton, AB T5N 2J6",4214-Early childhood educators and assistants,1
,,Global Courier Services Ltd.,"Calgary, AB T3J 3Z5",1311-Accounting technicians and bookkeepers,1
,,Golden Leaf Trade Inc.,"Calgary, AB T3H 0V3",6311-Food service supervisors,1
,,Goldline Painting and Decorating Ltd.,"Calgary, AB T3J 0M7",1221-Administrative officers,1
,,Gregg Mediterranean Restaurant LTD.,"Sherwood Park, AB T8A 4C7",6322-Cooks,2
,,Hamdan Brothers Holdings Ltd,"Edmonton, AB T5G 3E6",6341-Hairstylists and barbers,1
,,Happy Cleaning Services Ltd.,"Calgary, AB T3G 2Y4",6731-Light duty cleaners,1
,,Headway School Society of Alberta o/a Headway School,"Edmonton, AB T6A 3B1",4214-Early childhood educators and assistants,1
,,Hinton Chicken Foods Inc.,"Edmonton, AB T5S 2X4",6311-Food service supervisors,2
,,Howling Dog Tours Ltd,"Canmore, AB T1W 2T8","0651-Managers in customer and personal services, n.e.c.",1
,,Indian Curry House of Banff Inc.,"Banff, AB T1L 1A2",6322-Cooks,1
,,Indian Flame & Pizza Restaurant Ltd,"Red Deer, AB T4R 3G8",6322-Cooks,2
,,Interscape Interior Design Ltd,"Edmonton, AB T5H 0L9",5242-Interior designers and interior decorators,1
,,J Pi Square Contracting Ltd.,"Calgary, AB T3M 2H3",7291-Roofers and shinglers,1
,,J.S.J.V. Holdings Ltd,"Fort McMurray, AB T9H 5E7",6311-Food service supervisors,7
,,JNR Granite Import & Export Ltd,"Calgary, AB T1Y 7H6",6211-Retail sales supervisors,1
,,Jutt Assets Inc.,"Edmonton, AB T5Y 3E5",6311-Food service supervisors,1
,,K.C. Lau Holdings Ltd,"Valleyview, AB T0H 3N0",6311-Food service supervisors,1
,,KE Japanese Kitchen Ltd,"Calgary, AB T3C 0Y1",6322-Cooks,1
,,Key Support Services Inc.,"Edmonton, AB T5J 2N5","4412-Home support workers, housekeepers and related occupations",1
,,Knack and Pace Inc.,"Edmonton, AB T5L 2P8",6311-Food service supervisors,1
,,Krazy Jerk Corporation,"Calgary, AB T2A 1V1",6311-Food service supervisors,1
,,La Corporation Episcopale CR de Grouard,"Grande Prairie, AB T8V 2W2",4154-Professional occupations in religion,1
,,Lakewood Childcare Centre & Out of School Care,"Edmonton, AB T6K 3J4",4214-Early childhood educators and assistants,1
,,Learning for Life Childcare Ltd,"Edmonton, AB T6L 5P9",4214-Early childhood educators and assistants,2
,,Leto Steak & Seafood House Ltd,"Lacombe, AB T4L 1J9",6322-Cooks,1
,,Lucy's Sweets Ltd.,"Edmonton, AB T6E 0M2",6332-Bakers,1
,,Maco Paving Ltd,"Calgary, AB T1X 0K2",7611-Construction trades helpers and labourers,1
,,Mad Monkey Apparel Inc.,"Calgary, AB T2E 6V2","7303-Supervisors, printing and related occupations",1
,,Manjeet Sandhu Contracting Inc,"Edmonton, AB T6X 1L1",6311-Food service supervisors,1
,,Marhaba Turkish Delights & Pastry Ltd.,"Grande Prairie, AB T8V 4P9",6321-Chefs,1
,,Martin's General Contracting Ltd,"Athabasca, AB T9S 1P1",7452-Material handlers,1
,,McLane's Meats Ltd,"Wetaskiwin, AB T9A 2Y9","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,MDL Landscaping Inc,"Cochrane, AB T4C 1A1","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
,,MH Vicars School of Massage Therapy Ltd,"Edmonton, AB T6J 6V7",1221-Administrative officers,1
,,Millcreek Pizza Ltd,"Edmonton, AB T6X 2A1",6322-Cooks,2
,,Milos Grill Ltd,"Hinton, AB T7V 1Z8",6322-Cooks,1
,,MJT Oilfield Sewing & Cleaning,"Fox Creek, AB T0H 1P0",0632-Accommodation service managers,1
,,Modus Enterprises Ltd.,"Calgary, AB T2B 3R3",7441-Residential and commercial installers and servicers,1
,,Moksha Business Inc,"Innisfail, AB T4G 1P2",6322-Cooks,1
,,Mounma Group Ltd.,"Edmonton, AB T5K 0E7",0631-Restaurant and food service managers,1
,,Mountain Mercato Ltd.,"Canmore, AB T1W 2B3",6311-Food service supervisors,1
,,MRT Enterprises Inc,"Calgary, AB T2E 4X5",6311-Food service supervisors,1
,,Mutsumi Enterprises Canada Ltd,"Banff, AB T1L 1B2",6312-Executive housekeepers,1
,,Nahda Service Inc,"Edmonton, AB T6H 4W4",1431-Accounting and related clerks,1
,,NJS Keeping it Clean,"Innisfail, AB T4G 1W2",6315-Cleaning supervisors,1
,,Northstar IMG Ltd.,"High Level, AB T0H 1Z0",6312-Executive housekeepers,1
,,Omax Passion Corporation,"Calgary, AB T3J 0R7",6211-Retail sales supervisors,1
,,Parkland Developments Ltd,"Lac La Biche, AB T0A 2C0",6315-Cleaning supervisors,1
,,Phil & Sebastian Coffee Company Canada Ltd,"Calgary, AB T2G 3R4","9213-Supervisors, food, beverage and associated products processing",1
,,Pioneer Meats Ltd,"Canmore, AB T1W 2T8","9213-Supervisors, food, beverage and associated products processing",1
,,Pitabake Inc.,"Edmonton, AB T6V 1P6",6311-Food service supervisors,1
,,Polished Casual Ltd.,"Calgary, AB T2H 0G4",6321-Chefs,1
,,Primevest Capital Corp. centre suites holdings,"Edmonton, AB T5J 4C5",0125-Other business services managers,1
,,R&M Grocery Corp,"Calgary, AB T2B 3B6",6311-Food service supervisors,1
,,R.C.I. Coatings Ltd,"Calgary, AB T2B 1M4",7294-Painters and decorators (except interior decorators),1
,,Rainmakers Landscaping 2013 Inc.,"Calgary, AB T2C 0B4",7441-Residential and commercial installers and servicers,3
,,Renerey Mart Ltd,"Leduc, AB T9E 6W9",6311-Food service supervisors,1
,,Road Train Oilfield Transport Ltd.,"Red Deer, AB T4S 2B3",7622-Railway and motor transport labourers,1
,,Royal India Cuisine Inc.,"Calgary, AB T1Y 6S2",6322-Cooks,3
,,RRAA Holdings Inc.,"Edmonton, AB T6T 1G6",0631-Restaurant and food service managers,1
,,Rustic Sourdough Bakery Ltd,"Calgary, AB T2T 0C4",6332-Bakers,1
,,S.P.A. Cleaning Inc.,"Calgary, AB T3J 3H5",6315-Cleaning supervisors,1
,,Sawmill Restaurant (Stony Plain) Ltd Partnership,"Edmonton, AB T6H 5H5",6322-Cooks,1
