"List of employers who were issued a positive  Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and business location in 2017 (October-December)",,,,, 
Province/Territory,Stream,Employer,Address,Occupations under NOC 2011,Positions Approved 
,,Wang Ga Ma Enterprises Ltd.,"Coquitlam, BC V3K 3V8",0631-Restaurant and food service managers,1
,,Watermark Beverages Inc,"Delta, BC V3M 6C4","9213-Supervisors, food, beverage and associated products processing",1
,,Watertight Boatworks Inc,"North Vancouver, BC V7P 3H9","7384-Other trades and related occupations, n.e.c.",1
,,Wescon Cedar Products Ltd,"Duncan, BC V9L 6W3","9227-Supervisors, other products manufacturing and assembly",1
,,Western Pacific Transport Ltd.,"Surrey, BC V3W 1A3",7511-Transport truck drivers,5
,,Western Transloading Corporation,"Delta, BC V3M 6V1",7611-Construction trades helpers and labourers,4
,,Westview Oriental Restaurant Ltd.,"North Vancouver, BC V7N 4M2",6322-Cooks,2
,,Whistler Blackcomb Employment Corp.,"Whistler, BC V0N 1B4","5254-Program leaders and instructors in recreation, sport and fitness",81
,,Whitewater Concrete Ltd.,"Coquitlam, BC V3K 6T2",7271-Carpenters,7
,,Will-Be-Done Enterprises Ltd,"Penticton, BC V2A 5G4",0631-Restaurant and food service managers,1
,,Winter Park Custom Homes Ltd,"Surrey, BC V3S 2Z8",7271-Carpenters,2
,,Wit Foods Inc.,"Richmond, BC V6W 1J9","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,Wood We Do It Carpentry Ltd.,"Maple Ridge, BC V4R 0B7",7271-Carpenters,1
,,Xpro Transport Ltd.,"Surrey, BC V3W 1M1",7511-Transport truck drivers,4
,,Young Brothers Roofing Ltd.,"Surrey, BC V3W 6K7",7291-Roofers and shinglers,2
,,Yuxin Global Health Management Ltd,"Port Moody, BC V3H 5E3","0651-Managers in customer and personal services, n.e.c.",1
,,Zoic Studios BC Inc.,"Vancouver, BC V6B 5C6",5241-Graphic designers and illustrators,1
,   Low Wage,0345892 BC Ltd,"Kamloops, BC V2C 2A3",6321-Chefs,2
,,0693642 BC Ltd,"Coquitlam, BC V3B 5R5",6322-Cooks,1
,,0695845 BC Ltd.,"Dawson Creek, BC V1G 4Y5","6313-Accommodation, travel, tourism and related services supervisors",1
,,0706925 BC Ltd,"Maple Ridge, BC V3V 1C6",0631-Restaurant and food service managers,1
,,0782553 BC Ltd,"Kelowna, BC V1X 2P7",6322-Cooks,2
,,0786108 B.C. Ltd.,"Fort Nelson, BC V0C 1R0",6731-Light duty cleaners,2
,,,,7514-Delivery and courier service drivers,1
,,0792431 BC Ltd.,"Vancouver, BC V6B 1Y4",6322-Cooks,1
,,0796493 BC Ltd.,"Vancouver, BC V5Z 3Z1",6322-Cooks,1
,,0811398 BC Ltd.,"Burnaby, BC V5C 0A4",6311-Food service supervisors,1
,,0812171 BC Ltd,"Vancouver, BC V6B 1T2",6211-Retail sales supervisors,1
,,0819352 BC Ltd o/a Yoko Sushi,"Coquitlam, BC V3K 3N9",6311-Food service supervisors,1
,,0833224 BC Ltd,"Cranbrook, BC V1C 3S6",6322-Cooks,2
,,0850180 BC Ltd.,"Burnaby, BC V5H 3Z6",6311-Food service supervisors,1
,,0855979 B.C. Ltd.,"Vancouver, BC V6Z 3G8",6322-Cooks,1
,,0862766 BC Ltd. dba Taqwa Halal Foods,"Surrey, BC V4N 1B4","6331-Butchers, meat cutters and fishmongers - retail and wholesale",2
,,0863253 BC Ltd.,"West Kelowna, BC V4T 2P3",6311-Food service supervisors,8
,,0876583 BC Ltd.,"Abbotsford, BC V2S 5A1",6311-Food service supervisors,1
,,0885035 BC Ltd,"Richmond, BC V6X 2C2",6322-Cooks,1
,,0896328 BC Ltd.,"North Vancouver, BC V7P 2S6",4214-Early childhood educators and assistants,1
,,0907059 B.C. Ltd. dba Sushi California Japanese Restaurant,"Coquitlam, BC V3J 1N7",6322-Cooks,1
,,0926132 BC Ltd.,"Burnaby, BC V5A 4R4",6322-Cooks,1
,,0931615 BC Ltd.,"Fort St. John, BC V1J 1Z3",6211-Retail sales supervisors,1
,,0933809 BC Ltd,"West Vancouver, BC V7T 1B8",0631-Restaurant and food service managers,1
,,0934153 BC LTD,"North Vancouver, BC V7G 2C1",6311-Food service supervisors,1
,,0943749 BC Ltd,"Nanaimo, BC V9T 4Z4",6322-Cooks,1
,,0949137 BC Ltd.,"West Kelowna, BC V1Z 4C9",6311-Food service supervisors,7
,,0953634 BC Ltd.,"Fairmont Hot Springs, BC V0B 1L1",6211-Retail sales supervisors,1
,,0955337 BC Ltd.,"Surrey, BC V3R 7P6",6322-Cooks,2
,,0957645 BC Ltd.,"Kitimat, BC V8C 1T5",6322-Cooks,1
,,0957713 BC Ltd,"Vancouver, BC V6M 1Z1",6322-Cooks,1
,,0962028 BC Ltd,"Vancouver, BC V5K 2A6",6211-Retail sales supervisors,1
,,0968169 BC Ltd.,"Victoria, BC V8V 2G6",6311-Food service supervisors,1
,,0971545 BC Ltd o/a Sushico Japanese Restaurant,"Langley, BC V3A 8R6",6322-Cooks,1
,,0971674 BC Ltd,"Vancouver, BC V5Y 0H1","6562-Estheticians, electrologists and related occupations",1
,,0978073 BC Ltd.,"Abbotsford, BC V2T 0C5",6311-Food service supervisors,1
,,0978194 BC Ltd.,"Abbotsford, BC V2T 0C5",6311-Food service supervisors,2
,,0994782 BC Ltd. o/a Travelodge Parksville,"Parksville, BC V9P 1K8",6312-Executive housekeepers,1
,,0999333 B.C. Ltd,"Victoria, BC V8V 1T1",6321-Chefs,2
,,0999837 B.C. Ltd.,"Chilliwack, BC V2R 0P9",0631-Restaurant and food service managers,1
,,1000673 BC Ltd.,"New Westminster, BC V3L 2B8",4214-Early childhood educators and assistants,2
,,1011193 BC Ltd.,"Penticton, BC V2A 5C4",6322-Cooks,1
,,1012048 BC Ltd.,"Hope, BC V0X 1L0","6313-Accommodation, travel, tourism and related services supervisors",1
,,1014153 BC Ltd,"Burnaby, BC V5H 4M1",6311-Food service supervisors,1
,,1014771 BC Ltd,"Vancouver, BC V5S 1W5",6311-Food service supervisors,1
,,1018533 B.C. Ltd.,"Surrey, BC V4P 1G6",6322-Cooks,1
,,1020215 BC Ltd,"North Vancouver, BC V7M 2E8",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,1021742 BC Ltd.,"Coquitlam, BC V3B 1C2",6513-Food and beverage servers,1
,,1027150 B.C. Ltd,"West Vancouver, BC V7V 1J3",6322-Cooks,1
,,1029910 BC Ltd. o/a So Hyang Korean Cuisine,"Vancouver, BC V5W 3A3",0631-Restaurant and food service managers,1
,,1037266 B.C. Ltd.,"Port Moody, BC V3H 2C1",6321-Chefs,3
,,1038325 BC Ltd.,"Vernon, BC V1T 1V9",6311-Food service supervisors,5
,,1040756 BC LTD. o/a Sushi California Japanese Restaurant,"Surrey, BC V3R 7P6",6322-Cooks,2
,,1043489 BC Ltd.,"Richmond, BC V6X 2X9",3232-Practitioners of natural healing,1
,,1045915 B.C. Ltd.,"Vancouver, BC V6L 2E5",6322-Cooks,1
,,1046340 B.C. Ltd,"West Vancouver, BC V7W 2G9",6311-Food service supervisors,1
,,1046808 BC Ltd.,"Victoria, BC V8V 1L8",6322-Cooks,1
,,1052122 B.C. LTD,"Duncan, BC V9L 3R6",6311-Food service supervisors,1
,,1052638 B.C. LTD,"West Vancouver, BC V7T 2W4",6311-Food service supervisors,3
,,1058084 BC Ltd,"Vancouver, BC V6B 6K3",6322-Cooks,2
,,1061630 BC Ltd,"North Vancouver, BC V7J 0A2",6311-Food service supervisors,2
,,1074055 BC Ltd.,"Vancouver, BC V5K 1Z5",6322-Cooks,1
,,1074283 BC Ltd,"Chilliwack, BC V2P 2M3",6322-Cooks,1
,,1076925 BC Ltd.,"Kelowna, BC V1W 4X6",6211-Retail sales supervisors,1
,,1078383 BC Ltd.,"Vernon, BC V1T 5N5",6322-Cooks,1
,,1081006 B.C. Ltd,"Vancouver, BC V6H 3S2","6344-Jewellers, jewellery and watch repairers and related occupations",1
,,1083034 B.C. Ltd.,"Salmon Arm, BC V1E 4H8",6332-Bakers,1
,,1084017 B.C. Ltd.,"Victoria, BC V8W 1Z4",0631-Restaurant and food service managers,1
,,1086674 BC Ltd. o/a Days Inn & Suites,"Revelstoke, BC V0E 2S0","6313-Accommodation, travel, tourism and related services supervisors",1
,,1092100 BC Ltd,"Richmond, BC V6Y 1S9","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,1092650 BC Ltd,"Sicamous, BC V0E 2V0",6531-Tour and travel guides,1
,,1093902 BC Ltd.,"Victoria, BC V8P 2A5",6322-Cooks,1
,,1095166 BC Ltd.,"Surrey, BC V3W 4Z9",6322-Cooks,1
,,1095870 B.C. Ltd,"Delta, BC V4C 6R4",6322-Cooks,1
,,1096128 BC LTD,"Vancouver, BC V6S 2G5",6322-Cooks,3
,,1096741 BC Ltd,"Vancouver, BC V5M 2A1",6322-Cooks,1
,,1105541 BC Ltd o/a Royal Zayka,"Campbell River, BC V9W 2R1",6311-Food service supervisors,1
,,1107702 BC Ltd.,"Surrey, BC V3R 7Z1",6322-Cooks,1
,,1108362 BC Ltd,"Vancouver, BC V5X 0C8","0651-Managers in customer and personal services, n.e.c.",1
,,1110404 BC Ltd.,"Vancouver, BC V5Y 1R2",6322-Cooks,1
,,1110794 B.C. Ltd.,"Langley, BC V3A 4G4",6322-Cooks,1
,,1113161 B.C. Ltd.,"Boston Bar, BC V0K 1C0",6322-Cooks,1
,,1114642 B.C. Ltd,"Revelstoke, BC V0E 2S0",6322-Cooks,1
,,1124614 BC Ltd.,"Victoria, BC V8P 5T7",0631-Restaurant and food service managers,1
,,1843716 Alberta LTD,"Chilliwack, BC V4Z 1K7",6525-Hotel front desk clerks,1
,,2909731 Canada Inc.,"Victoria, BC V8W 2K6",6211-Retail sales supervisors,1
,,368873 BC Ltd,"Surrey, BC V3R 9P4",6322-Cooks,2
,,370591 BC Ltd,"Burnaby, BC V5C 3Z6",6322-Cooks,1
,,412049 BC Ltd,"Kelowna, BC V1Y 6E8","0651-Managers in customer and personal services, n.e.c.",1
,,451996 BC Ltd.,"Vancouver, BC V6K 2H2",6211-Retail sales supervisors,1
,,496467 BC Ltd.,"Dawson Creek, BC V1G 4Y5",6322-Cooks,7
,,509688 BC Ltd dba C-Lovers Fish and Chips,"Langley, BC V3A 4E7",6322-Cooks,2
,,555 Pizza Ltd.,"Surrey, BC V3V 4B5",6311-Food service supervisors,1
,,586219 BC Ltd,"Abbotsford, BC V3A 4E7",6322-Cooks,2
,,599216 BC Ltd.,"Smithers, BC V0J 2N0",6322-Cooks,2
,,643552 BC Ltd.,"Brackendale, BC V0N 1H0",6211-Retail sales supervisors,1
,,669743 B.C. Ltd.,"Richmond, BC V6X 0B9",6332-Bakers,6
,,682282 B.C. Ltd,"Burnaby, BC V3N 4R7","6313-Accommodation, travel, tourism and related services supervisors",1
,,889914 AB Ltd.,"Delta, BC V4M 0B3",6311-Food service supervisors,1
,,A J Framing Ltd.,"Surrey, BC V3V 7A9",7611-Construction trades helpers and labourers,1
,,A Taste of Punjab Restaurant Ltd.,"Surrey, BC V3T 4G1",6322-Cooks,1
,,A1 Kahlon Construction Ltd.,"North Vancouver, BC V7R 3E4",7611-Construction trades helpers and labourers,1
,,Aaghaaz Holding Ltd,"Aldergrove, BC V4W 3Z6",6311-Food service supervisors,1
,,Absorbent Mind Montessori Group Daycare,"Vancouver, BC V6P 2M9",4214-Early childhood educators and assistants,1
,,Accurate Aluminum Ltd.,"Burnaby, BC V5E 1C4",9612-Labourers in metal fabrication,1
,,Ace Okoman Holdings Ltd.,"Burnaby, BC V3J 7T9",6322-Cooks,1
,,African Superstore Ltd,"Surrey, BC V3T 2X6",6611-Cashiers,2
,,Ahn's Restaurant Inc.,"Courtenay, BC V9N 8Z8",6311-Food service supervisors,1
,,,,6513-Food and beverage servers,1
,,Akash Meat Shop & Restaurant Ltd.,"Surrey, BC V3W 0E6",6311-Food service supervisors,1
,,AKP Services Ltd.,"Port Alberni, BC V9Y 7M9","6711-Food counter attendants, kitchen helpers and related support occupations",2
,,Aldergrove Tomo Sushi Ltd.,"Aldergrove, BC V4W 2Z7",6322-Cooks,1
,,Ali Baba Pizza Mayfair,"Victoria, BC V8W 1G9",6311-Food service supervisors,2
,,ALLIANCE CABINET DOORS LTD.,"Surrey, BC V3S 1X7",6211-Retail sales supervisors,1
,,Alpine Building Maintenance Inc,"Delta, BC V4G 0A4",6731-Light duty cleaners,15
,,AM Cakes Inc.,"Vancouver, BC V6R 2B7",6311-Food service supervisors,1
,,Amron's Gourmet Meats Ltd.,"Richmond, BC V7C 5K1","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,Anand Masonry Ltd,"Surrey, BC V3W 2E7",7611-Construction trades helpers and labourers,2
,,Anie's Pizza Bakery Inc,"Cache Creek, BC V0K 1H0",6322-Cooks,1
,,Anojan Enterprises Ltd.,"Vancouver, BC V5S 1X2",6311-Food service supervisors,2
,,ARA Truck & Trailer Repair Ltd.,"Abbotsford, BC V2T 0C4",1311-Accounting technicians and bookkeepers,1
,,Aspen Foods Ltd.,"Kelowna, BC V1X 6A2",6322-Cooks,1
,,Baba Sweets and Meat Shop Ltd,"Delta, BC V4C 6R8",6311-Food service supervisors,1
,,,,6322-Cooks,2
,,Baby Steps Childcare LTD.,"Richmond, BC V6X 3T9",4214-Early childhood educators and assistants,1
,,Badyal & Bahia Ent. Ltd,"Chilliwack, BC V2R 5M4",6311-Food service supervisors,1
,,,,"6711-Food counter attendants, kitchen helpers and related support occupations",2
,,Bamboo Shrimp Marketing Ltd,"Vancouver, BC V6B 2B2",6311-Food service supervisors,1
,,,,6322-Cooks,2
,,Bangkok City Cafe,"Vancouver, BC V6K 1R3",6322-Cooks,1
,,Bashu Sichuan Restaurant Ltd.,"Vancouver, BC V6J 1X6",6322-Cooks,2
,,Basil Leaf Enterprises Ltd.,"Kelowna, BC V1V 2J9",6311-Food service supervisors,1
,,Bauguette Bistro Inc.,"Vancouver, BC V6G 2M9",6311-Food service supervisors,1
,,BBK Food Enterprise Ltd.,"Coquitlam, BC V3B 6S2",6322-Cooks,1
,,Bbong Korean Restaurant Ltd.,"Coquitlam, BC V3K 3V8",6311-Food service supervisors,1
,,Bella Balloon Childcare Centre Inc.,"North Vancouver, BC V7N 2N7",4214-Early childhood educators and assistants,1
,,Benkei Ramen (Crossroads) Corporation,"Vancouver, BC V5Z 0B4",6311-Food service supervisors,1
,,Benkey Sushi Japanese Restaurant,"Aldergrove, BC V4W 3N5",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,Big Bang Bagels Ltd.,"Fernie, BC V0B 1M0",6311-Food service supervisors,1
,,Bison Group Management LTD,"Pemberton, BC V0N 2L0",6525-Hotel front desk clerks,1
,,Blakely Enterprises Inc,"Revelstoke, BC V0E 2S0",6311-Food service supervisors,3
,,Breakfast Table Eatery Group Ltd.,"Vancouver, BC V6H 1H6",6322-Cooks,1
,,Breka Downtown Bakery & Cafe Inc.,"Vancouver, BC V6E 1Y4",6311-Food service supervisors,1
,,Brink Forest Products Ltd,"Prince George, BC V2L 5S8",9437-Woodworking machine operators,15
,,BS4U Japanese Restaurant Ltd,"Vancouver, BC V5N 1W1",6311-Food service supervisors,1
,,BTG Brands Inc.,"Kelowna, BC V1Y 1Z4",6322-Cooks,1
,,Bull Enterprise Ltd,"Vancouver, BC V6E 2B1",6322-Cooks,1
,,BWK Restaurant Ltd.,"Vancouver, BC V5V 3P1",6322-Cooks,2
,,C&E Enterprises Ltd.,"Vancouver, BC V5Z 2X8",6322-Cooks,1
,,Canadian College Of Shiatsu Therapy,"North Vancouver, BC V7M 2E8",3232-Practitioners of natural healing,1
,,Cariboo Helicopter Skiing (88) Ltd.,"Blue River, BC V0E 1J0","5254-Program leaders and instructors in recreation, sport and fitness",3
,,Case World Enterprises Ltd,"Surrey, BC V3V 5M6",6211-Retail sales supervisors,1
,,CEG Investments Ltd,"Kelowna, BC V1Y 8B7",6341-Hairstylists and barbers,1
,,Cheakamus Adventures Inc.,"Whistler, BC V0N 1B4","5254-Program leaders and instructors in recreation, sport and fitness",1
,,Cheng Lung Hou Enterprises Ltd o/a Chili House Restaurant,"Surrey, BC V3S 6K7",6322-Cooks,1
,,Chi Modern Vietnamese Kitchen Ltd.,"Vancouver, BC V6J 1M7",6322-Cooks,2
,,Children's Club and Art Academy Ltd.,"Burnaby, BC V5G 2P5",4214-Early childhood educators and assistants,1
,,Chura Investments Limited,"Vancouver, BC V6B 0J6",6341-Hairstylists and barbers,1
,,CJ Coquitlam Sushi Mori Restaurant Ltd,"Coquitlam, BC V3H 4E2",6322-Cooks,1
,,Clayburn Sandwiches Ltd.,"Abbotsford, BC V2S 7E6",6311-Food service supervisors,1
,,Cleancare General Building Services Inc.,"Burnaby, BC V5J 5G3","0651-Managers in customer and personal services, n.e.c.",1
,,Columbus Meat Market Ltd.,"Vancouver, BC V5L 4T6","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,Connex Global Communications Inc.,"Vancouver, BC V6B 3K4",6211-Retail sales supervisors,1
,,Creative Minds Early Learning Society,"Vancouver, BC V6N 2C4",4214-Early childhood educators and assistants,1
,,Crescent Moon Enterprises Ltd.,"Whistler, BC V0N 1B4",6211-Retail sales supervisors,1
,,Cypress Bowl Recreations Limited Partnership,"West Vancouver, BC V7V 3N9","5254-Program leaders and instructors in recreation, sport and fitness",9
,,CYSP Sushi Enterprises Ltd,"North Vancouver, BC V7K 1Z3",0631-Restaurant and food service managers,1
,,,,6322-Cooks,3
,,Daddyo's Pizza & Ribs Ltd.,"Prince George, BC V2M 3C2",6322-Cooks,1
,,Dae Ya Holdings Ltd.,"Abbotsford, BC V2S 3P6",6322-Cooks,1
,,Dae-Ji Food Group Inc.,"Burnaby, BC V5H 4T6",6322-Cooks,1
,,Dake Sushi Ltd.,"Abbotsford, BC V2T 2X2",6322-Cooks,1
,,Dan Enterprises Ltd,"Burnaby, BC V3J 1N3",6513-Food and beverage servers,1
,,Daniel LS Enterprises Ltd,"Chilliwack, BC V2R 6E7",6322-Cooks,1
,,Dawood's Meat Co. Inc.,"Surrey, BC V3S 1X7",6322-Cooks,1
,,,,"6331-Butchers, meat cutters and fishmongers - retail and wholesale",2
,,DBS II Holdings Limited,"Chilliwack, BC V2R 1B2",6311-Food service supervisors,1
,,DCM Animal Care Hospital Ltd.,"Williams Lake, BC V2G 5E8",3213-Animal health technologists and veterinary technicians,1
,,Delta Gymnastics Society,"Delta, BC V4K 3X3",5252-Coaches,1
,,Deus Plumbing & Heating Ltd,"Abbotsford, BC V2T 5B6",7611-Construction trades helpers and labourers,2
,,Discovery Castle Childcare Inc.,"North Vancouver, BC V7L 3E5",4214-Early childhood educators and assistants,2
,,Dog House Restaurant Ltd.,"Duncan, BC V9L 5N3",6311-Food service supervisors,1
,,Dogs' Avenue Enterprises Inc.,"Richmond, BC V6Y 2N9",6563-Pet groomers and animal care workers,1
,,Dual Mountain Cleaning 2005 Ltd,"Whistler, BC V0N 1B1",6316-Other services supervisors,1
,,Earl's on Top Restaurant Ltd,"Vancouver, BC V6E 1B5",6322-Cooks,1
,,Early Learning Childcare Centre,"Port Coquitlam, BC V3B 3N9",4214-Early childhood educators and assistants,1
,,East Holdings Ltd,"Kelowna, BC V1X 6A2",6322-Cooks,1
,,Edna's Natural Nail Spa,"Chilliwack, BC V2R 0J2","6562-Estheticians, electrologists and related occupations",1
,,Electric Chair Salon Ltd.,"Prince George, BC V2K 5R5",6341-Hairstylists and barbers,3
,,Essence of India Restaurant Ltd,"Delta, BC V4C 7Y4",6311-Food service supervisors,2
,,Ewen Childcare Centre,"New Westminster, BC V3M 5B7",4214-Early childhood educators and assistants,1
,,F S Property Inc.,"Coquitlam, BC V3K 3V9",6322-Cooks,1
,,Fable Kitchens Ltd.,"Vancouver, BC V6J 1M5",6322-Cooks,1
,,Farfalla Cafe Ltd.,"Burnaby, BC V5C 5J2",6322-Cooks,1
,,Fat Mao Kitchen Inc,"Vancouver, BC V6A 1Z6",6322-Cooks,1
,,Fornax Holdings Ltd,"Vancouver, BC V6E 1N1",6332-Bakers,3
,,Frame Coffee Ltd.,"Kelowna, BC V1Y 5G7",6322-Cooks,1
,,Fraserway Meats Ltd.,"Surrey, BC V3W 1M9","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,Fusion Plus Cuisine Inc.,"Vancouver, BC V6R 2B3",6513-Food and beverage servers,1
,,Garnett Stores Ltd.,"Fort St John, BC V1J 2T1",6211-Retail sales supervisors,1
,,Genji Enterprises Ltd,"North Vancouver, BC V7H 2Y5",6311-Food service supervisors,1
,,GGG Enterprises LTD,"Surrey, BC V3W 1T1",6311-Food service supervisors,1
,,Gill Bros Enterprises Ltd,"Squamish, BC V8B 0G8",6311-Food service supervisors,1
,,Gillwood Remanufacturing Inc.,"Chilliwack, BC V2R 4P4","9619-Other labourers in processing, manufacturing and utilities",6
,,Ginza Ichiban Cuisine Ltd.,"Quesnel, BC V2J 4C1",6322-Cooks,1
,,Girja Enterprises Ltd.,"Grand Forks, BC V0H 1H0",6311-Food service supervisors,1
,,Glory Food Ltd.,"Surrey, BC V3T 1Y3","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,Golden Willow Holdings Ltd.,"Golden, BC V0A 1H0",6311-Food service supervisors,2
,,,,6322-Cooks,4
,,GP Home Developments Ltd.,"Surrey, BC V4N 0B2",7611-Construction trades helpers and labourers,2
,,Grouse Creek Hotel Ltd.,"Surrey, BC V3V 5W3","6313-Accommodation, travel, tourism and related services supervisors",1
,,GS Food Ltd.,"Port Coquitlam, BC V3C 2M8","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,Guildford Chicken Foods Inc.,"Surrey, BC V3T 4W1",6311-Food service supervisors,1
,,GW & G Investments Inc. o/a Burger King,"Chilliwack, BC V2R 1A3",6311-Food service supervisors,1
,,,,"6711-Food counter attendants, kitchen helpers and related support occupations",3
,,Hachi Hana Japanese Restaurant Ltd.,"North Vancouver, BC V7M 2J1",6322-Cooks,1
,,Han Kook Meat Trading Ltd.,"Burnaby, BC V5C 5E3","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,Han Yang Rice Cake & Food Inc.,"Coquitlam, BC V3K 3V9",6332-Bakers,1
,,Hana Foods Inc.,"Port Coquitlam, BC V3C 1K5",6332-Bakers,1
,,Hanahreum Mart Inc.,"Port Coquitlam, BC V3C 6E6",6211-Retail sales supervisors,1
,,Hanok Burnaby Restaurant Ltd,"Burnaby, BC V3J 1N3",6322-Cooks,1
,,Hanwoori Korean Restaurant Ltd.,"Burnaby, BC V5H 3R5",6322-Cooks,1
,,Harji Exterior Finishing Ltd.,"Surrey, BC V3X 2N3",7611-Construction trades helpers and labourers,2
,,Healing Space Teate Clinic,"Vancouver, BC V6G 2M6",3232-Practitioners of natural healing,1
,,Heartland Transport Ltd.,"Aldergrove, BC V4W 0A6",1311-Accounting technicians and bookkeepers,1
,,Hi Genki Enterprises Inc.,"Vancouver, BC V6A 1C5",6322-Cooks,1
,,High Mountain Brewing Company Limited Partnership,"Whistler, BC V0N 1B4",6321-Chefs,1
,,High Standard Insulation Ltd.,"Surrey, BC V3W 9E2",7611-Construction trades helpers and labourers,1
,,Hi-Profile Hair Design Inc.,"Victoria, BC V8W 1G9","0651-Managers in customer and personal services, n.e.c.",1
,,Hiraku Sushi Ltd.,"Coquitlam, BC V3E 0J5",6322-Cooks,1
,,HK Holdings Ltd,"Terrace, BC V8G 1P9",6311-Food service supervisors,1
,,Hoya Enterprise Inc.,"Vancouver, BC V5X 1X3",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,"Imago DEI Child Care, Inc.","Richmond, BC V6X 1M7",4214-Early childhood educators and assistants,1
,,Incomax Enterprises Ltd,"Surrey, BC V3R 9P4",6322-Cooks,2
,,Infini Investments Ltd.,"Abbotsford, BC V4X 2M9",6322-Cooks,1
,,INFOFIT Industries,"Vancouver, BC V6J 1K2","5254-Program leaders and instructors in recreation, sport and fitness",1
,,Inhwa Investments Ltd.,"Burnaby, BC V3N 4R7",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,Inifinity Langley Ventures Inc - Montana 3072,"Langley, BC V3A 9J7",6322-Cooks,4
,,Intact Immigration Services Ltd.,"Surrey, BC V3W 3N4",1241-Administrative assistants,1
,,Irene & Ian Food Inc.,"Vancouver, BC V5Z 1A6",6322-Cooks,1
,,J & A Kitchen Ltd,"Penticton, BC V2A 1J7",6322-Cooks,1
,,J. Sun Food Corporation,"Surrey, BC V3S 6K7",0631-Restaurant and food service managers,1
,,Japan Consulting Corporation,"Vancouver, BC V5X 3E3",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,JAS Bread Ltd,"North Vancouver, BC V7H 2Y4",6332-Bakers,1
,,Jaskiran Pizza Place Ltd.,"Surrey, BC V3S 1E9",6322-Cooks,1
,,JBT Enterprises Ltd.,"Surrey, BC V3T 1W3",6322-Cooks,2
,,JC Covenant Holdings Inc.,"Vernon, BC V1T 7G7",6322-Cooks,1
,,JDH Eco-Service Ltd.,"Vancouver, BC V5Y 1E9","0651-Managers in customer and personal services, n.e.c.",1
,,Jian Yao Xu & Zheng Liu Enterprises Corp,"Surrey, BC V3S 3K8",6322-Cooks,2
,,Jinsoo Foods Ltd,"Victoria, BC V8V 2G6",6321-Chefs,1
,,JJ Bean Incorporated,"Vancouver, BC V6A 1B1",6311-Food service supervisors,1
,,JJ Spa Plus Family Spa Ltd,"Coquitlam, BC V3C 2M2","0651-Managers in customer and personal services, n.e.c.",1
,,JJ43 Supplies Ltd.,"Vancouver, BC V6B 0J4",6322-Cooks,1
,,JK Famco Inc.,"Victoria, BC V8W 1J8",6341-Hairstylists and barbers,1
,,JN Ventures Incorporated,"Victoria, BC V8T 2W4",6311-Food service supervisors,1
,,Johnstar Trading Ltd.,"Surrey, BC V3T 2W1",6211-Retail sales supervisors,1
,,Jordan Enterprises Limited,"Fort St John, BC V1J 1Y5",6321-Chefs,1
,,Jordan Sushi Ltd.,"North Vancouver, BC V7M 2J3",6322-Cooks,1
,,Jspa Studio Corp.,"Vancouver, BC V6H 3K2","0651-Managers in customer and personal services, n.e.c.",1
,,JTB International Canada Ltd.,"Richmond, BC V6X 3Z7","6313-Accommodation, travel, tourism and related services supervisors",1
,,Kadoya Japanese Restaurant Ltd,"Vancouver, BC V6E 1M5",6322-Cooks,1
,,Kalmar Restaurant Ltd.,"Surrey, BC V3W 5B5",6322-Cooks,2
,,Kamako Food Ltd,"Burnaby, BC V5C 2P5",6322-Cooks,1
,,Kamamarui Restaurant Ltd,"Burnaby, BC V5H 3P4",6332-Bakers,1
,,Karnoor Enterprises Inc.,"Whistler, BC V0N 1B2",6211-Retail sales supervisors,1
,,Kaze Sushi Ltd,"Coquitlam, BC V3K 6C4",6322-Cooks,1
,,Kelly O'Bryan's Neighbourhood Restaurant (2000) Ltd.,"Kamloops, BC V2C 2A1",6321-Chefs,2
,,Kelowna Barbershops Limited,"Kelowna, BC V1Y 8R4",6341-Hairstylists and barbers,3
,,Key West Roofing Ltd,"Surrey, BC V3W 5P2",7611-Construction trades helpers and labourers,2
,,Khams Holdings Ltd.,"Golden, BC V0A 1H0",6731-Light duty cleaners,2
,,Kimu Japanese Cuisine Ltd.,"Vancouver, BC V5R 2N3",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,Kingsbridge Management Ltd.,"Victoria, BC V8V 5C1",6322-Cooks,1
,,Kingsway Sub Owners Ltd.,"Vancouver, BC V5N 2S5",6311-Food service supervisors,1
,,Kular Management Services,"Abbotsford, BC V2T 5B5",6315-Cleaning supervisors,2
