"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2011 and Business Location, January to March 2020",,,,, 
Province/Territory,Program Stream,Employer ,Address,Occupation,Approved Positions 
British Columbia,    High Wage,PEOPLE EXPRESS TRANSPORTS LTD.,"Richmond, V7A3A8",1221-Administrative officers,1
British Columbia,    High Wage,Persia Food Products Inc.,"North Vancouver, V7M1R5",1311-Accounting technicians and bookkeepers,1
British Columbia,    High Wage,Pham Holding Ltd,"Cranbrook, V1C7G8",1241-Administrative assistants,1
British Columbia,    High Wage,Pieter Ciere Enterprises Inc.,"Surrey, V3W5A8","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
British Columbia,    High Wage,Pine Wood Constructions Ltd,"Surrey, V3R3V3",7611-Construction trades helpers and labourers,1
British Columbia,    High Wage,Piperun Plumbing and Mechanical Ltd.,"burnaby, V5J5H8",1221-Administrative officers,1
British Columbia,    High Wage,Pizza Al Forno Inc.,"Victoria, V8T2W4",0631-Restaurant and food service managers,1
British Columbia,    High Wage,PIZZA FOLK FOOD LTD.,"Vancouver, V6Z2R6",0631-Restaurant and food service managers,1
British Columbia,    High Wage,PK SUMMIT FOOD INC.,"Kamloops, V2C6R6",6311-Food service supervisors,1
British Columbia,    High Wage,Plus Transport Ltd,"Abbotsford, V2T0A4",1221-Administrative officers,1
British Columbia,    High Wage,Plus Transport Ltd,"Abbotsford, V2T0A4",7511-Transport truck drivers,6
British Columbia,    High Wage,Point Grey Restaurant Ltd.,"Vancouver, V6R2G2",0631-Restaurant and food service managers,1
British Columbia,    High Wage,PointBlue Technologies Ltd.,"North Vancouver, V7L4Y1",1221-Administrative officers,1
British Columbia,    High Wage,Polynova Industries Inc.,"Richmond, V7A4X1",7381-Printing press operators,1
British Columbia,    High Wage,Power Frost AC & Heating Ltd.,"Surrey, V3R8B2",1241-Administrative assistants,1
British Columbia,    High Wage,PPMC GILL LTD.,"ABBOTSFORD, V2S4L5",0631-Restaurant and food service managers,1
British Columbia,    High Wage,PREFERRED RESTORATIONS LTD.,"NEW WESTMINSTER, V3L1A7",7271-Carpenters,1
British Columbia,    High Wage,PREFERRED RESTORATIONS LTD.,"NEW WESTMINSTER, V3L1A7","7284-Plasterers, drywall installers and finishers and lathers",1
British Columbia,    High Wage,Premium Fence Inc.,"Surrey, V3S6C8",7271-Carpenters,3
British Columbia,    High Wage,PRIME ASIA TV LTD,"SURREY, V3S5N4",5123-Journalists,1
British Columbia,    High Wage,Prime Health Ltd.,"Maple Ridge, V2X0Y4",1225-Purchasing agents and officers,1
British Columbia,    High Wage,Primetals Technologies Austria GmbH,"Vancouver, V6C3S7",2133-Electrical and electronics engineers,1
British Columbia,    High Wage,Prince George Veterinary Hospital Ltd.,"Prince George, V2N1B1",3114-Veterinarians,1
British Columbia,    High Wage,PRO TECH COLLISION LTD,"SURREY, V3W1M4",1241-Administrative assistants,1
British Columbia,    High Wage,Procurify Technologies Inc.,"Vancouver, V6C3T7",2282-User support technicians,1
British Columbia,    High Wage,Profab Steel (1998) Ltd.,"Surrey, V3S5T1",7237-Welders and related machine operators,1
British Columbia,    High Wage,Proven Energy Electric Ltd.,"Burnaby, V5J2R9",7241-Electricians (except industrial and power system),1
British Columbia,    High Wage,Provincial Health Services Authority,"VANCOUVER, V6H1G9",2221-Biological technologists and technicians,1
British Columbia,    High Wage,Quality Cabinet MFG Ltd.,"North Vancouver, V7H0A1",2233-Industrial engineering and manufacturing technologists and technicians,1
British Columbia,    High Wage,Quality Cabinet MFG Ltd.,"North Vancouver, V7H0A1",7272-Cabinetmakers,1
British Columbia,    High Wage,Quality Works Decorating Ltd.,"Kelowna, V1X6E6",7294-Painters and decorators (except interior decorators),2
British Columbia,    High Wage,Qwest Helicopters Inc.,"Fort Nelson, V0C1R0","2271-Air pilots, flight engineers and flying instructors",2
British Columbia,    High Wage,R Uppal Trucking Ltd,"Richmond, V6V1H9",1221-Administrative officers,1
British Columbia,    High Wage,R.S. Siding Ltd.,"Surrey, V3W0K3",7271-Carpenters,2
British Columbia,    High Wage,Rachna Holdings Inc.,"Vancouver, V6E1N6",6322-Cooks,1
British Columbia,    High Wage,Rahelu Plumbing & Heating Ltd.,"Surrey, V3W0A6",7611-Construction trades helpers and labourers,3
British Columbia,    High Wage,Rai Plumbing Ltd,"surrey, V3Z1G2",7251-Plumbers,5
British Columbia,    High Wage,Rainbow Kitchen Craft Ltd.,"SURREY, V3W3H7",1221-Administrative officers,1
British Columbia,    High Wage,Rai's Universal Framing LTD.,"Surrey, V3S0L2",7282-Concrete finishers,1
British Columbia,    High Wage,Raisahara Drywall Ltd.,"Surrey, V3W6E3",2242-Electronic service technicians (household and business equipment),1
British Columbia,    High Wage,Raja Trailer & Equipment Sales Ltd.,"Delta, V4G1B5",7237-Welders and related machine operators,3
British Columbia,    High Wage,Rajmen Enterprises dba Victoria Window Cleaning,"Victoria, V8X1L4",6732-Specialized cleaners,3
British Columbia,    High Wage,Ramida Enterprises Ltd,"Sooke, V9Z1A8",1311-Accounting technicians and bookkeepers,1
British Columbia,    High Wage,ramsar enterprises ltd,"Castlegar, V1N2W8",0621-Retail and wholesale trade managers,1
British Columbia,    High Wage,Rana siding &Gutters Ltd.,"Delta, V4C7K1","7284-Plasterers, drywall installers and finishers and lathers",1
British Columbia,    High Wage,Rangate North Woodworking Solutions Inc.,"McLean Drive, V5L0C2",6221-Technical sales specialists - wholesale trade,1
British Columbia,    High Wage,RAPID AUTOBODY LTD,"SURREY, V3W4E7","7301-Contractors and supervisors, mechanic trades",1
British Columbia,    High Wage,Rapid West Coast Constructors LTD,"Port Coquitlam, V3C4K9",7271-Carpenters,2
British Columbia,    High Wage,Rashmi Enterprises Ltd,"Abbotsford, V2T2X8",6211-Retail sales supervisors,1
British Columbia,    High Wage,Rattia Entreprises Inc.,"SURREY, V3W7T9",1221-Administrative officers,1
British Columbia,    High Wage,RDY ENTERPRISES LTD,"Kelowna, V1W4K9",1223-Human resources and recruitment officers,1
British Columbia,    High Wage,Real Lighting & Fireplaces Ltd.,"Surrey, V3W8E7",1311-Accounting technicians and bookkeepers,1
British Columbia,    High Wage,Redefine Immigration & Recruitment Solutions Inc.,"surrey, V3W1E6",1221-Administrative officers,1
British Columbia,    High Wage,Regional Animal Protection Society,"Richmond, V6V1W8",3213-Animal health technologists and veterinary technicians,1
British Columbia,    High Wage,Reliance Drywall Ltd,"Surrey, V3S8H4",7271-Carpenters,2
British Columbia,    High Wage,Reliance Drywall Ltd,"Surrey, V3S8H4","7284-Plasterers, drywall installers and finishers and lathers",2
British Columbia,    High Wage,rel-ish bistro inc,"Nelson, V1L4H6",6321-Chefs,1
British Columbia,    High Wage,Renaissance Cosmetic Arts Ltd.,"Vancouver, V5Y3X2","3223-Dental technologists, technicians and laboratory assistants",1
British Columbia,    High Wage,Retreat Guru Enterprises Inc,"Nelson, V1L4H8",0111-Financial managers,1
British Columbia,    High Wage,Right-Link Enterprises Ltd.,"Abbotsford, V2T0E4",1241-Administrative assistants,1
British Columbia,    High Wage,Right-Link Enterprises Ltd.,"Abbotsford, V2T0E4",7511-Transport truck drivers,6
British Columbia,    High Wage,Right-Link Logistics Ltd.,"Abbotsford, V2S7N2",7312-Heavy-duty equipment mechanics,1
British Columbia,    High Wage,Robby & Jimmy Holdings (Hwy) Ltd.,"Abbotsford, V4X1M9",7511-Transport truck drivers,5
British Columbia,    High Wage,Royal Autobody & Sales Ltd.,"Surrey, V3W4E8",7322-Motor vehicle body repairers,2
British Columbia,    High Wage,Royal Canada Construction Ltd.,"Surrey, V4N2M6",7271-Carpenters,2
British Columbia,    High Wage,Royal City Trucking Ltd,"Surrey, V3V7A5",1221-Administrative officers,1
British Columbia,    High Wage,Royal Star Enterprises Inc.,"Kelowna, V1X7W1","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
British Columbia,    High Wage,Royal Truck Repair Ltd,"Richmond, V6V1L6",7237-Welders and related machine operators,1
British Columbia,    High Wage,ROZZINI'S RESTAURANT LTD.,"NEW WESTMINSTER, V3M5B3",0631-Restaurant and food service managers,1
British Columbia,    High Wage,RTC Enterprises Group Corp.,"Burnaby, V5H2E4","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
British Columbia,    High Wage,RUST INVESTMENTS LTD,"WEST VANCOUVER, V7T1E1",2225-Landscape and horticulture technicians and specialists,2
British Columbia,    High Wage,Ruttan Enterprises Ltd,"Clearwater, V0E1N0",1221-Administrative officers,1
British Columbia,    High Wage,Ruttan Enterprises Ltd,"Clearwater, V0E1N0",6322-Cooks,1
British Columbia,    High Wage,Ryan food service ltd,"Vancouver, V5R4H1",0631-Restaurant and food service managers,1
British Columbia,    High Wage,RYCHTER P CONSTRUCTION LTD,"SURREY BC, V3S3T2",7271-Carpenters,1
British Columbia,    High Wage,S&K NG Enterprises (2017) Ltd.,"Vancouver, V6A1T3",6322-Cooks,1
British Columbia,    High Wage,Saab Framing Ltd.,"Surrey, V3W3S8",7271-Carpenters,1
British Columbia,    High Wage,Saab Prints & Graphics Ltd.,"Abbotsford, V2T2Y2",2175-Web designers and developers,1
British Columbia,    High Wage,Saab Prints & Graphics Ltd.,"Abbotsford, V2T2Y3",5241-Graphic designers and illustrators,1
British Columbia,    High Wage,Safe Shooter Academy Inc.,"Surrey, V3W4G1",1241-Administrative assistants,1
British Columbia,    High Wage,Sahnewal Custom Design Ltd.,"Surrey, V3W8J9",7271-Carpenters,1
British Columbia,    High Wage,Saiish Enterprises Inc DBA Husky,"Campbell River, V9W2G1",1221-Administrative officers,1
British Columbia,    High Wage,Saman Bakery LTD.,"North Vancouver, V7P1R4",1311-Accounting technicians and bookkeepers,1
British Columbia,    High Wage,Saman Bakery LTD.,"North Vancouver, V7P1R4",6211-Retail sales supervisors,1
British Columbia,    High Wage,Saman Bakery LTD.,"North Vancouver, V7P1R4",6321-Chefs,1
British Columbia,    High Wage,Saman Bakery LTD.,"North Vancouver, V7P1R4",6332-Bakers,1
British Columbia,    High Wage,Samyoh Honcan Painting Ltd,"Surrey, V4N0N3",7294-Painters and decorators (except interior decorators),2
British Columbia,    High Wage,SAN INDUSTRIES LTD.,"LANGLEY, V1M3N8",7241-Electricians (except industrial and power system),1
British Columbia,    High Wage,SAN INDUSTRIES LTD.,"LANGLEY, V1M3N8",7333-Electrical mechanics,1
British Columbia,    High Wage,Sanantone Hotel Ltd,"Abbotsford, V2S3S1",0631-Restaurant and food service managers,1
British Columbia,    High Wage,Sanantone Hotel Ltd,"Abbotsford, V2S3S1",0632-Accommodation service managers,1
British Columbia,    High Wage,Sandhu & Sran Mortgages Inc.,"Abbotsford, V2T4S7",1221-Administrative officers,1
British Columbia,    High Wage,Saturn Freightways Inc,"SURREY, V4N3J2",7511-Transport truck drivers,4
British Columbia,    High Wage,SAVE ON PARTS AUTO WRECKING LTD.,"SURREY, V4V4G4","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
British Columbia,    High Wage,Save-On-Foods Limited Partnership,"Langley, V1M3B6",3131-Pharmacists,2
British Columbia,    High Wage,Scanline VFX Inc.,"Vancouver, V6C1W6",5241-Graphic designers and illustrators,1
British Columbia,    High Wage,Scott Spring Ltd.,"SURREY, V3V4G5",1241-Administrative assistants,1
British Columbia,    High Wage,SEA TO SKY PRECISION CONSTRUCTION LTD,"SURREY, V4N5J1","7204-Contractors and supervisors, carpentry trades",2
British Columbia,    High Wage,secured security limited,"Vancouver, V6C2G8",6316-Other services supervisors,1
British Columbia,    High Wage,Sefi Construction Ltd,"Burnaby, V5J2J3",7283-Tilesetters,2
British Columbia,    High Wage,Seoul Bros. Holdings Inc.,"Richmond, V6X3Z9",0631-Restaurant and food service managers,1
British Columbia,    High Wage,Seven Horses Transport Ltd.,"Surrey, V3S6M3",1221-Administrative officers,1
British Columbia,    High Wage,Seven Horses Transport Ltd.,"Surrey, V3S6M3","7305-Supervisors, motor transport and other ground transit operators",1
British Columbia,    High Wage,SG MANN CONSTRUCTION LTD.,"SURREY, V3W6L8","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
British Columbia,    High Wage,SHB HOLDINGS LTD.,"Vancouver, V5X4V9",0631-Restaurant and food service managers,1
British Columbia,    High Wage,Shine Construction Ltd,"Surrey, V3R7K9",0711-Construction managers,1
British Columbia,    High Wage,Shine Construction Ltd,"Surrey, V3R7K9",1241-Administrative assistants,1
British Columbia,    High Wage,Shinobi Sushi,"Maple Ridge, V2X6B1",6321-Chefs,1
British Columbia,    High Wage,Shokar Trucking Ltd,"Surrey, V3V8E5",7511-Transport truck drivers,2
British Columbia,    High Wage,Shokouh English Institute Corp,"North Vancouver, V7M2H1",0421-Administrators - post-secondary education and vocational training,1
British Columbia,    High Wage,Shomul Services Inc.,"VANCOUVER, V5P 3V6",0125-Other business services managers,1
British Columbia,    High Wage,shri radhe inc.,"rossland, V0G1Y0",0631-Restaurant and food service managers,1
British Columbia,    High Wage,Sicamous Super 8 Motel,"Sicamous, V0E2V0",0632-Accommodation service managers,1
British Columbia,    High Wage,Sidhu Great Construction Group Ltd.,"Surrey, V3X3N1",7271-Carpenters,2
British Columbia,    High Wage,Sigma Electrical Ltd.,"Surrey, V3R5Y8",7241-Electricians (except industrial and power system),2
British Columbia,    High Wage,Sigma Plumbing & Heating Inc,"Surrey, V3W7H6",7313-Refrigeration and air conditioning mechanics,1
British Columbia,    High Wage,Sikh Academy,"Surrey, V3W1M2",4032-Elementary school and kindergarten teachers,1
British Columbia,    High Wage,Simpe Q Care Inc.,"North Vancouver, V7M2H5",3233-Licensed practical nurses,1
British Columbia,    High Wage,Singh Framing Ltd.,"Surrey, V3V6L4",7611-Construction trades helpers and labourers,1
British Columbia,    High Wage,"Skull Rock Productions, Inc.","Burnaby, V5A 3C5","5226-Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",2
British Columbia,    High Wage,"Skull Rock Productions, Inc.","Burnaby, V5A 3C5","6742-Other service support occupations, n.e.c.",1
British Columbia,    High Wage,Skye Marketing Ltd.,"Surrey, V3V4B9",1221-Administrative officers,1
British Columbia,    High Wage,Skylight Construction services LTD.,"SURREY, V3W1K6",7271-Carpenters,3
British Columbia,    High Wage,Skyline Drywall Ltd.,"Surrey, V3W6H6",0711-Construction managers,1
British Columbia,    High Wage,Skyline Drywall Ltd.,"Surrey, V3W6H6","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
British Columbia,    High Wage,Skynet Wireless Inc,"Langley City, V3A4G3",6211-Retail sales supervisors,1
British Columbia,    High Wage,Skyscraper Construction and Cement Finishing Ltd.,"New Westminster, V3L3C5",7282-Concrete finishers,2
British Columbia,    High Wage,Sleek Bazar Inc.,"Surrey, V3W4E9","5243-Theatre, fashion, exhibit and other creative designers",1
British Columbia,    High Wage,Sleepcare Technologies Inc.,"Burnaby, V5A 4W2","0014-Senior managers - health, education, social and community services and membership organizations",1
British Columbia,    High Wage,Slogan Construction Ltd.,"Coquitlam, V3B7L4","0016-Senior managers - construction, transportation, production and utilities",1
British Columbia,    High Wage,Smart Way Truck Repair Ltd,"Prince George, V2N1V9",0621-Retail and wholesale trade managers,1
British Columbia,    High Wage,Smythe LLP,"Vancouver, V6C2G8",1241-Administrative assistants,1
British Columbia,    High Wage,SNFW Fitness BC Ltd.,"Richmond, V6X2W8","0014-Senior managers - health, education, social and community services and membership organizations",1
British Columbia,    High Wage,SNS MART LTD.,"Surrey, V3T4C2",0621-Retail and wholesale trade managers,1
British Columbia,    High Wage,Softech Data Solutions Inc,"Surrey, V3S5Z3",5241-Graphic designers and illustrators,1
British Columbia,    High Wage,Softrend Systems Inc.,"North Vancouver, V7J1J3",2174-Computer programmers and interactive media developers,1
British Columbia,    High Wage,Sonoya Food Ltd.,"Vancouver, V6B6B3",6322-Cooks,1
British Columbia,    High Wage,Sorat Wheels & Tires Inc.,"North Vancouver, V7L1A3",2175-Web designers and developers,1
British Columbia,    High Wage,Spa Alita Esthetics Inc.,"Victoria, V9B2X4","0651-Managers in customer and personal services, n.e.c.",1
British Columbia,    High Wage,Spice of Punjab Sweets & Restaurant Ltd.,"Surrey, V3X3K1",6322-Cooks,1
British Columbia,    High Wage,Spin Industries Ltd.,"Burnaby, V5J5G6",7231-Machinists and machining and tooling inspectors,1
British Columbia,    High Wage,Standard Plumbing & Heating Ltd.,"Surrey, V3W0K5",1241-Administrative assistants,1
British Columbia,    High Wage,Star Cafe Ltd.,"Richmond, V6Y2V7",6322-Cooks,1
British Columbia,    High Wage,Starlink Enterprises Ltd.,"Surrey, V3X3S7",7511-Transport truck drivers,3
British Columbia,    High Wage,Still Water inn and Suites Ltd,"Hudson, hope, V0C1V0",0632-Accommodation service managers,2
British Columbia,    High Wage,Stonehelm Construction,"Delta, V4M3J2",7271-Carpenters,2
British Columbia,    High Wage,STOP'N GO ENTERPRISES INCORPORATED,"Burnaby, V5C2J3",6211-Retail sales supervisors,2
British Columbia,    High Wage,StructureCraft Builders Inc.,"Abbotsford, V2T6B1",2233-Industrial engineering and manufacturing technologists and technicians,1
British Columbia,    High Wage,StructureCraft Builders Inc.,"Abbotsford, V2T6B1",7271-Carpenters,1
British Columbia,    High Wage,Stt oriental medical centre Ltd.,"Richmond, V6X1X5",6314-Customer and information services supervisors,1
British Columbia,    High Wage,SUKH PLUMBING AND HEATING LTD.,"SURREY, V3W5S3",7251-Plumbers,1
British Columbia,    High Wage,Sumi Korean Restaurant Ltd.,"Vancouver, V5P3W4",0631-Restaurant and food service managers,1
British Columbia,    High Wage,Sunkyung Consulting Ltd.,"Vancouver, V6B3K6",1221-Administrative officers,1
British Columbia,    High Wage,Sunny Landscaping Ltd,"Vancouver, V5X1J6",2225-Landscape and horticulture technicians and specialists,1
British Columbia,    High Wage,SUNSHINE HEALTHCARE TRADING INC.,"Richmond, V6X2X9","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
British Columbia,    High Wage,Superior Stucco Ltd.,"lake country, V4V1L1","7284-Plasterers, drywall installers and finishers and lathers",1
British Columbia,    High Wage,Supplies Plus Distributors Inc.,"Coquitlam, V3K4X8","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
British Columbia,    High Wage,Sura BBQ Ltd.,"Richmond, V6X4J7",0631-Restaurant and food service managers,1
British Columbia,    High Wage,Surrey Enterprise Ltd.,"Surrey, V3X0G8","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
British Columbia,    High Wage,surrey powder coating ltd,"Surrey, V3R7S2","1123-Professional occupations in advertising, marketing and public relations",1
British Columbia,    High Wage,SUSHI & NOODLE,"100 Mile House, V0K2E0",0631-Restaurant and food service managers,1
British Columbia,    High Wage,Sushi Everyday Enterprises Ltd.,"Whistler, V0N1B4",6321-Chefs,1
British Columbia,    High Wage,Sushi Mura Entertainment,"Vancouver, V6M2W7",0631-Restaurant and food service managers,1
British Columbia,    High Wage,Sushi Oyama Restaurants Ltd.,"Burnaby, V5H2E8",0631-Restaurant and food service managers,1
British Columbia,    High Wage,Sushi Town Restaurant(Coquitlam) Ltd.,"Coquitlam, V3B1C2",0631-Restaurant and food service managers,1
British Columbia,    High Wage,Sushinomichi Restaurant Ltd.,"ALDERGROVE, V4W3P9",0631-Restaurant and food service managers,1
British Columbia,    High Wage,Sushiyama Restaurant Ltd.,"Vancouver, V5T1W5",0631-Restaurant and food service managers,1
British Columbia,    High Wage,Swan Song BC Production Inc.,"Burnaby, V5M3Z3","5226-Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",1
British Columbia,    High Wage,T S Lalli Holdings Ltd,"Kelowna, V1Y1P3",0631-Restaurant and food service managers,1
British Columbia,    High Wage,T&T Supermarket Inc.,"Richmond, V6W1J2",6222-Retail and wholesale buyers,1
British Columbia,    High Wage,T&T Supermarket Inc.,"Richmond, V6W1J2",6321-Chefs,1
British Columbia,    High Wage,T. Moscone & Bros Grounds Maintenance Ltd.,"Burnaby, V5C3W5",2225-Landscape and horticulture technicians and specialists,1
British Columbia,    High Wage,T.R. Sanford Enterprises Ltd.,"Richmond, V7A5J5","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
British Columbia,    High Wage,Tanlu Grill Ltd,"Richmond, V7A 5J9",0631-Restaurant and food service managers,1
British Columbia,    High Wage,Taraz Immigration Services Ltd.,"North Vancouver, V7M2H1",1221-Administrative officers,1
British Columbia,    High Wage,Target Electric Ltd,"SURREY, V3S1T2",7241-Electricians (except industrial and power system),1
British Columbia,    High Wage,Taza-AP Holdings Ltd.,"Kelowna, V1X7W1",0631-Restaurant and food service managers,1
British Columbia,    High Wage,TDNC Design & Construction Ltd.,"Coquitlam, V3K3P3","0124-Advertising, marketing and public relations managers",1
British Columbia,    High Wage,Tedford Overhead Doors Ltd.,"Victoria, V8Z3B8",7441-Residential and commercial installers and servicers,1
British Columbia,    High Wage,Teja Trucking Ltd,"ABBOTSFORD, V2T3S5","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
British Columbia,    High Wage,Ten Four Trucking Ltd,"Surrey, V3W3E8",7511-Transport truck drivers,15
British Columbia,    High Wage,TGC Financial Group Ltd.,"Richmond, V6V2A2",0012-Senior government managers and officials,1
British Columbia,    High Wage,The Cankut Enterprises Ltd,"Vancouver, V6E1C6",0632-Accommodation service managers,1
British Columbia,    High Wage,The Flowr Group (Okanagan) Inc.,"Kelowna, V4V1S5",2121-Biologists and related scientists,1
British Columbia,    High Wage,The Ivy Academy,"Vancouver, V6M3X2","1123-Professional occupations in advertising, marketing and public relations",1
British Columbia,    High Wage,The Power (Brightlight) Productions Inc.,"Burnaby, V5M3Z3",0111-Financial managers,1
British Columbia,    High Wage,The Power (Brightlight) Productions Inc.,"Burnaby, V5M3Z3",5135-Actors and comedians,1
British Columbia,    High Wage,The Power (Brightlight) Productions Inc.,"Burnaby, V5M3Z3","6742-Other service support occupations, n.e.c.",2
British Columbia,    High Wage,The Times of Canada Investment Ltd.,"Surrey, V3W4E8",2175-Web designers and developers,1
British Columbia,    High Wage,The Worldwide Nail & Spa Palace Ltd.,"Victoria, V8T2C3","0651-Managers in customer and personal services, n.e.c.",1
British Columbia,    High Wage,Thermocool Refrigeration & H.V.A.C Ltd.,"SURREY, V3W3E9",1241-Administrative assistants,1
British Columbia,    High Wage,Thornhill Enterprises Ltd.,"Maple Ridge, V2W1K5",7291-Roofers and shinglers,3
British Columbia,    High Wage,Three Point Trucking Inc,"surrey, V3W7L3",7511-Transport truck drivers,6
British Columbia,    High Wage,Tigon Security Solutions Ltd.,"SURREY, V3W3E9",1241-Administrative assistants,1
British Columbia,    High Wage,Time Limousine Service Ltd,"Surrey, V3X1B6",1311-Accounting technicians and bookkeepers,1
British Columbia,    High Wage,Titan Industries Ltd.,"Surrey, V3V4T9","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",2
British Columbia,    High Wage,TMG LOGISTICS INC,"SURREY, V3W3B2",7237-Welders and related machine operators,1
British Columbia,    High Wage,Toby's Tobacco & Vape Ltd,"Mission, V2V1G9",6311-Food service supervisors,1
British Columbia,    High Wage,Tokyo Mazesoba Ltd,"Vancouver, V6B3H6","9461-Process control and machine operators, food, beverage and associated products processing",2
British Columbia,    High Wage,Tomic Systems Inc.,"VANCOUVER, V6G 2Z6","0513-Recreation, sports and fitness program and service directors",1
British Columbia,    High Wage,Tomoya Enterprises Ltd.,"Gibsons, V0N1V7",0631-Restaurant and food service managers,1
British Columbia,    High Wage,Toner Agency Ltd,"ABBOTSFORD, V2T4Y4",0621-Retail and wholesale trade managers,1
British Columbia,    High Wage,Toor Labour Contracting Ltd.,"ABBOTSFORD, V2T1X1",1221-Administrative officers,1
British Columbia,    High Wage,Top Consulting Group Inc.,"Vancouver, V6M2A3","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
British Columbia,    High Wage,Top Side Drywall (2018) Ltd.,"Abbotsford, V2T2X6","7284-Plasterers, drywall installers and finishers and lathers",4
British Columbia,    High Wage,Tophay Agri-Industries Inc.,"Vanderhoof, V0J3A1",0714-Facility operation and maintenance managers,1
British Columbia,    High Wage,Tophay Agri-Industries Inc.,"Vanderhoof, V0J3A1",7312-Heavy-duty equipment mechanics,1
British Columbia,    High Wage,Toronto Intelligent System Smart Home Ltd.,"Abbotsford, V3G0C6","0013-Senior managers - financial, communications and other business services",1
British Columbia,    High Wage,Torque Tech Truck & Trailer Repair Ltd.,"Delta, V4G1A5",1241-Administrative assistants,1
British Columbia,    High Wage,TOURBILLON TURBINE SERVICES LTD.,"FORT ST. JOHN, V1J6Y9",2232-Mechanical engineering technologists and technicians,1
British Columbia,    High Wage,Tourvista Coach Line Ltd,"Surrey, V4N6L2",1221-Administrative officers,1
British Columbia,    High Wage,Trans-Logic Truck Lines Ltd.,"Surrey, V3W2V6","7305-Supervisors, motor transport and other ground transit operators",1
British Columbia,    High Wage,Transtar Sanitation Supply LTD,"Victoria, V8T4Y4",1221-Administrative officers,1
British Columbia,    High Wage,Transtech Trade Corp,"BURNABY, V5H4N2","0016-Senior managers - construction, transportation, production and utilities",1
British Columbia,    High Wage,Trev Deeley Motorcycles (1991) Ltd.,"Vancouver, V5M3Y7","7334-Motorcycle, all-terrain vehicle and other related mechanics",1
British Columbia,    High Wage,Trident Roadlines Inc,"Surrey, V3W3A8",7511-Transport truck drivers,5
British Columbia,    High Wage,Triple Eight Transport Inc.,"ABBOTSFORD, V2T6J7","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
British Columbia,    High Wage,Triple Nine Group Holdings Ltd,"Surrey, V3W5B3",6211-Retail sales supervisors,1
British Columbia,    High Wage,Triple01 Transport Ltd,"Surrey, V3S3B1",7511-Transport truck drivers,1
British Columbia,    High Wage,Trivia Homes Ltd,"Richmond, V6Y1E1","7204-Contractors and supervisors, carpentry trades",1
British Columbia,    High Wage,TRM PROJECTS LTD.,"RICHMOND, V6V0A7",7237-Welders and related machine operators,2
British Columbia,    High Wage,True North Management Inc.,"Surrey, V3W4E8",1221-Administrative officers,1
British Columbia,    High Wage,Trueroots Productions Ltd.,"Surrey, V3S1Y1","5131-Producers, directors, choreographers and related occupations",1
British Columbia,    High Wage,U Choice Manufacturing Inc.,"Surrey, V3S2A7",2242-Electronic service technicians (household and business equipment),1
British Columbia,    High Wage,UCC Group Inc.,"Vancouver, V6H1A6","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
British Columbia,    High Wage,Ultra Forming Inc,"Surrey, V3V3R5",7271-Carpenters,5
British Columbia,    High Wage,Umma Productions BC Inc,"Burnaby, V5J5H6","6742-Other service support occupations, n.e.c.",1
British Columbia,    High Wage,"UNI Education Consulting Co., Ltd.","Vancouver, V6C1E1",1241-Administrative assistants,1
British Columbia,    High Wage,UNIQUE TRANSPORT INC,"Richmond, V6V1L6",7312-Heavy-duty equipment mechanics,1
British Columbia,    High Wage,United Canadian Immigration & Consulting Inc,"Abbotsford, V2T4J2",0125-Other business services managers,1
British Columbia,    High Wage,United Coastal Logistics Ltd,"Surrey, V3W7X4",7237-Welders and related machine operators,1
British Columbia,    High Wage,Universal auto Collision Ltd.,"Surrey, V3W7T8",1221-Administrative officers,1
British Columbia,    High Wage,Universal Plumbing & Heating Ltd,"Surrey, V3V7W3",0711-Construction managers,1
British Columbia,    High Wage,"University of British Columbia, Faculty Relations","Vancouver, V6T1Z3",4011-University professors and lecturers,7
British Columbia,    High Wage,Uno International Culture Ltd,"BURNABY, V5H4N2","0014-Senior managers - health, education, social and community services and membership organizations",1
British Columbia,    High Wage,Urban Era Builders & Developers Ltd.,"Richmond, V7B1B4",7271-Carpenters,3
British Columbia,    High Wage,Urban One Management Inc.,"Vancouver, V6A1E1",0711-Construction managers,1
